text,start,duration,line_no,midpoint,sentiment-vader,sentiment-textblob,sentiment-vader_norm,sentiment-textblob_norm
out louder than words,1512.88,15.44,427,1520.6000000000001,0.0,0.0,-0.7798905491716572,0.5939501520730802
there is good read it tell me,1515.12,16.159,428,1523.1995,0.4404,0.7,-0.7907538336119868,0.6318404844978756
prescott wants me over right away did he,1528.32,4.08,429,1530.36,0.0,0.24285714285714285,-0.86683814410152,0.7589026182384275
say what about,1531.279,6.0,430,1534.279,0.0,0.0,-0.9259178913961961,0.7331224653470909
no maybe it's our assignment,1532.4,4.879,431,1534.8395,-0.296,0.0,-0.9348139552075518,0.7263419345379599
probably,1540.84,3.0,432,1542.34,0.0,0.0,-1.025049083692977,0.6608221646589134
do you want me to bring anything back,1544.96,3.599,433,1546.7595000000001,0.0772,0.0,-1.0077982904367784,0.6926908119715957
with me yes,1546.159,5.441,434,1548.8795,0.4019,0.0,-0.967574849304411,0.740884166705695
what about a nice bottle of,1548.559,6.241,435,1551.6795,0.4215,0.6,-0.8951262840725193,0.8282541541032258
[Applause],1551.6,3.2,436,1553.1999999999998,0.4215,0.0,-0.878868602218875,0.8595795399833943
seven wine,1555.12,2.72,437,1556.4799999999998,0.0,0.0,-0.9353160624057388,0.8546644534668402
what is it devin what's the matter i,1582.159,2.961,438,1583.6395,0.0258,0.0,-0.9382054355854421,0.8771788058407073
don't know if she'll do it what do you,1583.84,2.319,439,1584.9995,0.0,0.0,-0.9701541496742494,0.8278415691749377
mean you don't think she'd,1585.12,2.24,440,1586.2399999999998,0.0,-0.3125,-1.0073777798954122,0.7734909803074961
you haven't discussed it with her have,1586.159,2.64,441,1587.479,0.0,0.0,-1.052921205719204,0.7096704644958645
you no i didn't know what the job was,1587.36,2.799,442,1588.7595,-0.296,0.0,-1.1024761757335888,0.6370914361143628
until this moment well what do you mean,1588.799,2.48,443,1590.039,0.2732,-0.3125,-1.1204611478658584,0.5773031423464636
she wouldn't do it,1590.159,2.321,444,1591.3195,0.0,0.0,-1.0826826241709355,0.5537851910882141
well i don't think she's that type of,1591.279,2.561,445,1592.5595,0.2732,0.0,-1.0510574989537251,0.5503717911165117
woman she strikes me as me i'll,1592.48,4.64,446,1594.8,-0.3612,0.0,-1.1899070004806833,0.3632108439474583
understand your attitude,1593.84,3.28,447,1595.48,0.0,0.0,-1.214384532245376,0.3263662633666068
why do you think she won't do it well,1597.44,3.52,448,1599.2,-0.2057,0.0,-1.193013560689053,0.3594811476063008
she's had no experience,1599.52,4.08,449,1601.56,-0.296,0.0,-1.3043239057246983,0.340683239438789
oh come now what experience does she,1600.96,4.0,450,1602.96,0.0,0.0,-1.3289288602102698,0.32614638193666157
like do you think,1603.6,2.8,451,1605.0,0.3612,0.0,-1.2053706389471093,0.3743077416911744
she's never been trained for that kind,1604.96,3.52,452,1606.72,0.5267,0.6,-1.0894442405166833,0.4916519882459572
of work let's see through her miss euban,1606.4,3.6,453,1608.2,-0.1531,0.0,-1.01193151913274,0.5102714250094049
was chosen not only because her father,1608.48,3.199,454,1610.0795,0.0,0.0,-0.9400341055506238,0.5103402113881876
gives her an ideal background but,1610.0,2.0,455,1611.0,0.296,0.9,-0.9140031847344346,0.7431341574160791
because,1611.679,3.36,456,1613.3590000000002,0.0,0.0,-0.8484896429393672,0.7473208563010216
sebastian knows her,1612.0,3.039,457,1613.5195,0.0,0.0,-0.8429222612000672,0.758294408642457
oh yes he was once in love with her,1615.279,4.241,458,1617.3995,0.7845,0.5,-0.667033114850008,1.0070593382436348
oh i didn't know that i don't see why,1620.0,3.76,459,1621.88,0.0,0.0,-0.5674236872649054,1.2106683067284465
we're arguing about petty things like,1622.24,3.52,460,1624.0,-0.3182,0.0,-0.5994431627646006,1.2850800629752208
this we've got important work to do,1623.76,3.84,461,1625.68,0.2023,0.4,-0.5842664476418549,1.337403936203108
sebastian's house is a cover-up for,1625.76,3.36,462,1627.44,-0.296,0.0,-0.6997873429618138,1.3556336269156173
whatever this farm and group's up to,1627.6,2.559,463,1628.8795,0.0,0.0,-0.8583374992077536,1.2329537610065437
here in rio,1629.12,2.4,464,1630.32,0.0,0.0,-0.9957336500068248,1.013505212765062
we've got to get ms hooverman inside,1630.159,2.721,465,1631.5195,0.0,0.0,-1.0516845835178894,1.0450903628561037
that house and find out what's going on,1631.52,1.68,466,1632.36,0.0,0.0,-1.0635883371309194,1.0644696607412711
there,1632.88,1.919,467,1633.8395,0.0,0.0,-1.0557224769858193,1.0558359273091762
yes that's right so i think you'd better,1633.2,3.2,468,1634.8,0.6808,0.39285714285714285,-1.0473798766254832,1.3729842434399595
go back to ms huberman and explain to,1634.799,2.801,469,1636.1995,0.0,0.0,-1.0505013945537078,1.3781182860887258
her what she has to do,1636.4,4.639,470,1638.7195000000002,0.0,0.0,-1.087101973148981,1.3720150320630768
i uh what is it nothing sir,1637.6,5.36,471,1640.28,0.0,0.0,-1.1116666150404009,1.3832896117938702
oh i thought you were gonna say,1641.039,3.841,472,1642.9595,0.0,0.0,-1.1219858502925706,1.3659993416641494
something how is the meeting to be,1642.96,4.0,473,1644.96,0.0,0.0,-1.085656480248263,1.3881838229655847
arranged oh well we've discussed that i,1644.88,2.64,474,1646.2,0.2732,0.0,-1.0737364372972074,1.3684303536741673
think the,1646.96,2.8,475,1648.3600000000001,0.0,0.0,-1.119077816609239,1.2205028853641475
riding club would be the best place,1647.52,3.84,476,1649.44,0.6369,1.0,-0.8911995267423392,1.6893298427608572
sebastian usually rides there in the,1649.76,3.12,477,1651.32,0.0,-0.25,-0.8703469959290259,1.6577826373763571
mornings,1651.36,2.88,478,1652.8,0.0,0.0,-0.8671326501943193,1.6077998372122944
so the rest is up to you and miss,1652.88,3.919,479,1654.8395,-0.1531,0.0,-0.946472718641697,1.6254843844244553
sieberman,1654.24,2.559,480,1655.5195,0.0,0.0,-0.9817599892320416,1.6329668086259765
okay devlin that's all all right,1657.039,12.801,481,1663.4395,0.2263,0.39285714285714285,-0.9365249742556969,1.749997128107322
there is that you huh i'm glad you're,1672.64,4.8,482,1675.0400000000002,0.4588,0.5,-0.80511277897797,1.840618398685859
late this chicken took longer than i,1676.0,2.799,483,1677.3995,0.0,-0.44999999999999996,-0.7811658954096523,1.8189167360729064
expected,1677.44,3.839,484,1679.3595,0.0,-0.1,-0.7521371670112098,1.7852661120024305
what did they say hope it isn't done too,1678.799,3.281,485,1680.4395,0.4404,0.0,-0.732051958170123,1.761705469840786
too,1681.279,4.801,486,1683.6795,0.0,0.0,-0.6896864215795162,1.763061278056362
much because they caught fire once,1682.08,5.92,487,1685.04,-0.34,0.2,-0.696221265982483,1.8319883699355166
i think it's better if i cut it up out,1686.08,4.24,488,1688.1999999999998,0.2023,0.5,-0.7557912350023801,1.9386826915406388
here unless you want a half of one to,1688.0,3.84,489,1689.92,0.0772,-0.16666666666666666,-0.7954879141192468,1.8375118849010104
yourself,1690.32,3.52,490,1692.08,0.0,0.0,-0.8314926138236997,1.7022999437611896
we're going to add knives and forks,1691.84,3.839,491,1693.7595,0.0,0.0,-0.8360311397942001,1.6996654443669652
after all i've decided we're going to,1693.84,3.439,492,1695.5594999999998,0.0,0.0,-0.8107552880324266,1.6601625173490147
eat in style,1695.679,3.12,493,1697.239,0.0,0.0,-0.7711844532982527,1.6846774426775348
marriage must be wonderful with this,1697.279,4.961,494,1699.7595,0.5719,1.0,-0.7173999479637767,1.9277963443992998
sort of thing going on every day,1698.799,3.441,495,1700.5194999999999,0.0,0.0,-0.7092305130423917,1.9558515443542288
i wonder if it's too cold out here maybe,1703.039,8.801,496,1707.4395,0.0,-0.6,-0.8368046195257265,1.5016489916300666
we should eat inside huh,1704.559,11.12,497,1710.119,0.0,0.0,-0.9177317083143212,1.31471017661043
hasn't something like this happen before,1711.84,3.839,498,1713.7595,-0.2755,0.0,-0.9784202898643026,1.281298068462171
what's the matter don't look so tense,1717.6,7.28,499,1721.24,-0.4618,-0.3333333333333333,-1.0456595180084816,1.222125422915437
troubles,1722.84,3.48,500,1724.58,-0.4588,0.0,-1.1479510974923828,1.2382548160809357
well handsome i think you better tell,1724.88,3.519,501,1726.6395,0.802,0.5,-0.9678500700858087,1.2845368725210666
mama what's going on all this secrecy is,1726.32,5.28,502,1728.96,0.0,0.0,-1.0166933675702212,1.3322492165183633
going to ruin my little dinner,1728.399,7.201,503,1731.9995,-0.5859,-0.1875,-1.0668593022696973,1.3309699701491808
come on mr d what is darkening your brow,1731.6,7.92,504,1735.56,0.0,0.0,-1.0580770083693456,1.2969938567669788
after dinner no no,1735.6,6.16,505,1738.6799999999998,0.2235,0.0,-1.0910505895483171,1.3221468875727205
look i'll make it easy for you the time,1739.52,3.68,506,1741.36,0.4404,0.43333333333333335,-1.015611038339442,1.4212389141645025
has come when you must tell me that you,1741.76,3.68,507,1743.6,0.0,0.0,-0.8590081366499197,1.5096267749507397
have a wife and two adorable children,1743.2,4.24,508,1745.32,0.4939,0.5,-0.7227337081716811,1.553654779793799
and this madness between us can't go on,1745.44,3.119,509,1746.9995000000001,-0.4404,0.0,-0.7062362009966527,1.5909125346020092
any longer,1747.44,6.4,510,1750.64,0.0,0.0,-0.8865323800732061,1.640207995267831
i bet you've heard that line often,1748.559,5.281,511,1751.1995,0.0,0.0,-0.9074278945183946,1.640523454649348
right below the belt every time,1754.72,3.439,512,1756.4395,0.0,0.2857142857142857,-1.0178560111386887,1.651178703385002
well that isn't fair there skip it,1758.88,4.88,513,1761.3200000000002,0.0356,0.7,-1.0666417439462426,1.8356301970044733
we have other things to talk about we've,1762.08,4.079,514,1764.1195,0.0,-0.125,-1.1092042445944175,1.7235067714436472
got a job,1763.76,6.0,515,1766.76,0.0,0.0,-1.179429456207037,1.5563823317209753
oh so there is a job,1766.159,5.921,516,1769.1195,0.0,0.0,-1.2700713414800915,1.4757432670760167
you uh you remember a man named,1769.76,4.96,517,1772.24,0.0,0.0,-1.3667720823478169,1.410381546840941
sebastian,1772.08,2.64,518,1773.3999999999999,0.0,0.0,-1.3779153241681044,1.3747976689385826
alex sebastian yes,1775.279,6.561,519,1778.5595,0.4019,0.0,-1.2866329453994512,1.2853302101114596
one of my father's friends yes,1778.32,5.92,520,1781.28,0.7003,0.0,-1.2202829043227859,1.2882677186584026
he had quite a crush on you i wasn't,1781.84,5.28,521,1784.48,-0.2212,0.0,-1.1792829324688516,1.3303939189335143
very responsive,1784.24,2.88,522,1785.68,0.4201,0.2,-1.1629061676165549,1.3555068097334768
well he's here the head of a large,1788.159,3.441,523,1789.8795,0.2732,0.21428571428571427,-1.105956546579002,1.440654276088675
german business concern his family,1789.6,3.199,524,1791.1995,0.0,0.0,-1.0986349550873649,1.4523114190657924
always had money,1791.6,2.799,525,1792.9995,0.0,0.0,-1.1021028463318685,1.4521150987071958
he's part of the combine to build up the,1792.799,3.201,526,1794.3995,0.0,0.0,-1.109245379051261,1.4560579251934023
german war machine and hopes to keep on,1794.399,2.081,527,1795.4395,-0.2732,0.0,-1.1129344648872348,1.4720128765459028
going,1796.0,2.48,528,1797.24,0.0,0.0,-1.1077284909786806,1.5474676303333972
something big it has all the earmarks of,1796.48,4.4,529,1798.68,0.0,0.0,-1.0872608840882683,1.6347913011876998
being something big,1798.48,11.36,530,1804.16,0.0,0.0,-0.9408882031117418,1.6505562176520114
we have to contact him,1800.88,8.96,531,1805.3600000000001,0.0,0.0,-0.9127565399354908,1.8470452852992267
go on let's have all of it we're meeting,1818.64,3.759,532,1820.5195,0.0,0.0,-1.0394964502971662,1.7554557003390014
him tomorrow,1821.12,4.32,533,1823.28,0.0,0.0,-1.0015745895984727,1.645856154022095
the rest is up to you you've got to work,1822.399,5.441,534,1825.1194999999998,0.0,0.0,-0.947580551031237,1.6323885921443564
on him and land him,1825.44,6.56,535,1828.72,0.0,0.0,-0.8795791215994151,1.6439684716406262
mata hari she makes love for the papers,1827.84,7.36,536,1831.52,0.6369,0.5,-0.8469245666872844,1.755945516979268
there are no papers you land him find,1832.0,4.64,537,1834.32,-0.296,0.0,-0.7995366292577213,1.960729221002547
out what's going on inside this house,1835.2,2.88,538,1836.64,0.0,0.0,-0.7897049769015594,1.9482544065653373
what the group around him is up to and,1836.64,4.159,539,1838.7195000000002,0.0,0.0,-0.9221318512333686,1.7206854835299996
report to us,1838.08,2.719,540,1839.4395,0.0,0.0,-0.944527559658995,1.6683617562206898
i suppose you knew about this pretty,1842.159,4.801,541,1844.5595,0.5789,0.25,-0.7626477839265964,1.743924369907341
little job of mine all the time,1844.159,7.041,542,1847.6795000000002,0.0,-0.1875,-0.7666697154567934,1.7300739380337509
no i only just found out about it,1846.96,8.319,543,1851.1195,-0.296,0.0,-0.820410883743024,1.6849353197595065
did you say anything i mean that,1851.2,5.599,544,1853.9995000000001,0.0,-0.3125,-0.7573506915555746,1.7312127866888845
maybe i wasn't the girl for such,1855.279,4.24,545,1857.399,0.0,0.0,-0.6593597258021229,1.7161879139547613
shenanigans,1856.799,2.72,546,1858.1589999999999,0.0,0.0,-0.6691067462025397,1.7006658263146683
i figured that was up to you if you'd,1859.679,3.681,547,1861.5195,0.0,0.0,-0.7500680659625836,1.60938987625992
care to back out,1862.08,3.04,548,1863.6,0.4939,0.0,-0.6619297124504029,1.5550227516000978
i suppose you told them alicia hubermann,1863.36,3.199,549,1864.9595,0.0,0.0,-0.7731117616332248,1.5265867640149327
will have this sebastian eating out of,1865.12,2.88,550,1866.56,0.0,0.0,-0.7604002775573541,1.4848417515191314
her hand in a couple of weeks she's good,1866.559,2.881,551,1867.9995,0.7269,0.7,-0.8090513953583257,1.4211731464060617
at that always was,1868.0,4.48,552,1870.24,0.0,0.0,-0.9018685808324209,1.269287354616183
i didn't say anything,1869.44,3.04,553,1870.96,0.0,0.0,-0.9240199716016271,1.2256273160175484
not a word for that but this love sick,1873.6,6.959,554,1877.0794999999998,0.5499,-0.10714285714285715,-0.9836431460049517,1.1830838504703598
lady you left an hour ago,1877.12,3.439,555,1878.8394999999998,0.0,0.0,-0.9650922698688337,1.2097525644988179
i told you that's the assignment well,1880.72,3.04,556,1882.24,0.2732,0.0,-0.9006480437669804,1.2194320912501808
now,1883.039,3.76,557,1884.919,0.0,0.0,-0.8459586265603537,1.2009153908331194
don't get sore there,1883.76,5.6,558,1886.56,0.2755,0.0,-0.8209935289372938,1.186872170676436
i'm only fishing for a little bird call,1886.799,6.401,559,1889.9995,0.0,-0.09375,-0.798868416443602,1.167094115702413
from my dream man,1889.36,6.88,560,1892.8,0.25,0.0,-0.7856644050820389,1.166115138687424
one little remark such as how dare you,1893.2,3.839,561,1895.1195,0.0,-0.09375,-0.7565332449477056,1.1787475893845176
gentlemen,1896.24,3.039,562,1897.7595000000001,0.0,0.0,-0.6984906185903027,1.2039340622093857
suggest that alicia hubermann the new,1897.039,4.48,563,1899.279,0.0,0.13636363636363635,-0.6752328326333044,1.2116266291706008
miss hoover man be submitted to so,1899.279,8.561,564,1903.5595,-0.1531,0.0,-0.7946959108709838,1.1313736035049795
ugly a fate that's not funny,1901.519,6.321,565,1904.6795,-0.6914,-0.4125,-0.8838536846326946,1.0777205461642159
do you want me to take the job,1910.159,4.801,566,1912.5595,0.0772,0.0,-0.8648849727761406,1.0278050062855195
you're answering for yourself i am,1913.2,3.12,567,1914.76,0.0,0.0,-0.9653282739471136,1.028880405391323
asking you,1914.96,7.76,568,1918.8400000000001,0.0,0.0,-1.028730450298354,0.978542900212366
it's up to you lot of people,1916.32,6.4,569,1919.52,0.0,0.0,-1.0235882526859128,0.9635256837105874
oh darling what you didn't tell them,1924.399,3.28,570,1926.039,0.5859,0.0,-0.8970779899983866,0.8281999921114875
tell me,1926.08,3.28,571,1927.72,0.0,0.0,-0.8657762949236423,0.8466951731445691
that you believe i'm nice and that i,1927.679,5.36,572,1930.3590000000002,0.4215,0.6,-0.8366074733478537,0.9648554422927902
love you and i'll never change back,1929.36,3.679,573,1931.1995,0.6369,0.25,-0.8315645819619342,0.9486441982466621
i'll wait for your answer,1933.44,3.2,574,1935.04,0.0,0.0,-0.8221365513585912,0.8876358833201969
what a little pearl you are,1940.72,3.36,575,1942.4,0.0,-0.1875,-0.7722624544024748,0.8719956198666187
never believing me not a word of faith,1946.0,4.08,576,1948.04,0.4215,0.0,-0.6401978110427459,0.8271537703610671
just,1949.679,2.321,577,1950.8395,0.0,0.0,-0.5881153121873701,0.8479072909609068
down the train with alicia that's where,1950.08,4.56,578,1952.36,0.0,-0.15555555555555559,-0.5762022508891571,0.887630291267081
she belongs,1952.0,2.64,579,1953.32,0.0,0.0,-0.5766607674037335,0.9223086274905453
oh death dave,1954.799,9.041,580,1959.3195,-0.5994,0.0,-0.6512296892410505,0.975691653151916
when do i go to work for uncle sam,1969.279,8.561,581,1973.5595,0.0,0.0,-0.6739298522069322,0.9666690737481494
tomorrow morning,1971.44,6.4,582,1974.64,0.0,0.0,-0.6737316355927327,0.9820446396972708
oh we shouldn't have had this out here,1984.559,5.6,583,1987.359,0.0,0.0,-0.7264842259974758,0.9665202638054253
it's all cold now,1986.64,5.919,584,1989.5995,0.0,-0.6,-0.73378026453086,0.8370547433409565
what are you looking for i had a bottle,1990.159,5.601,585,1992.9595000000002,0.0,0.0,-0.7354536907611456,0.7981392990574641
of champagne i must have left this,1992.559,3.201,586,1994.1595,0.296,0.0,-0.7326644309436705,0.7972662082411814
somewhere,2002.84,3.959,587,2004.8194999999998,0.0,0.0,-0.7591284374260776,0.6730619636865389
in case you're asked i'm with pan,2005.519,4.081,588,2007.5595,0.0,0.0,-0.8086970244699908,0.6322581534311439
american airways as dublin,2006.799,7.281,589,2010.4395,0.0,0.0,-0.7803328806663741,0.5965470131789896
yes public relations anything else,2009.6,6.079,590,2012.6395,0.4019,0.0,-0.712278349871709,0.5747484155740972
no except we met on the plane coming in,2014.08,5.92,591,2017.04,-0.296,0.0,-0.8633313523422461,0.5447448456622245
from miami less detail the better,2015.679,4.321,592,2017.8395,0.3892,0.16666666666666669,-0.6958358200927217,0.5411715013404595
are you sure that's him yes we'll go buy,2031.279,4.4,593,2033.479,0.6124,0.5,-0.5728444856179333,0.605067382210376
him easy let him support you,2034.159,13.681,594,2040.9995000000001,0.6808,0.43333333333333335,-0.455328651657081,0.7215570612869189
come on,2035.679,12.161,595,2041.7595000000001,0.0,0.0,-0.4308245406483884,0.7324122734763066
i guess i'm the girl nobody remembers,2066.0,3.76,596,2067.88,0.0,0.0,-0.317444488803397,0.6264920061889432
was it sebastian,2068.48,4.359,597,2070.6595,0.0,0.0,-0.29503916393812635,0.5534424490363766
yes we'll stick around give him another,2069.76,6.079,598,2072.7995,0.4019,0.0,-0.2673575652053905,0.4881576330013356
chance,2072.839,3.0,599,2074.339,0.25,0.0,-0.2500199770533603,0.43832405744832803
[Music],2096.81,3.97,600,2098.795,0.0,0.0,-0.27956698418753057,0.3135409910545997
[Music],2107.58,10.48,601,2112.8199999999997,0.0,0.0,-0.25149790546517287,0.31195280258820846
my dear alyssia will you forgive me for,2120.4,3.679,602,2122.2395,0.5719,0.0,-0.13607411395898267,0.29501849136985125
being late last minute conference the,2122.24,2.4,603,2123.4399999999996,0.0,-0.15,-0.1156797722843209,0.2945965449538428
office,2124.079,2.721,604,2125.4395,0.0,0.0,-0.09387009577903471,0.2989610147751605
i've got my message yes it's all right,2124.64,4.24,605,2126.7599999999998,0.4019,0.2857142857142857,-0.0988321315592712,0.30806290753468496
alex sweet of it away,2126.8,4.08,606,2128.84,0.4588,0.35,-0.1417502593557461,0.2869167262522783
i was afraid you might run on oh i'm not,2128.88,3.84,607,2130.8,0.0,-0.6,-0.17086734494870526,0.14833567068713077
that easily put off,2130.88,4.64,608,2133.2000000000003,0.34,0.43333333333333335,-0.14823853048758692,0.18617915889595543
i was too anxious to meet you again you,2132.72,4.16,609,2134.7999999999997,-0.25,-0.25,-0.16139892310718262,0.21128944291477664
know i'm tired,2135.52,2.96,610,2137.0,-0.4404,-0.4,-0.2790760948342253,0.051066470160993256
the worst thing about business is it,2136.88,3.92,611,2138.84,-0.6249,-1.0,-0.3796210088569939,-0.10507423232169749
makes you feel old and look old,2138.48,4.0,612,2140.48,0.0,0.1,-0.3852865567603549,-0.13223758884777256
you seem to have escaped all of that,2140.8,3.12,613,2142.36,0.0,0.0,-0.33455523649585106,-0.06438929417336402
four years of dumbness and,2142.48,2.879,614,2143.9195,-0.4404,0.0,-0.4596754869863987,-0.005725300160079227
disintegration,2143.92,3.919,615,2145.8795,0.0,0.0,-0.47665024458430144,-0.04173273737573927
awful alex you look younger than you did,2145.359,3.281,616,2146.9995,-0.4588,-0.5,-0.5999626908747329,-0.1277438452484412
in washington,2147.839,2.561,617,2149.1195,0.0,0.0,-0.536817672070346,-0.13406233237250223
it's a temporary improvement entirely,2148.64,3.52,618,2150.4,0.4588,0.0,-0.45822527676441654,-0.1623628028840922
due to your presence my dear,2150.4,4.8,619,2152.8,0.3818,-0.125,-0.3233182721252335,-0.18281120877832258
you always affected me like a tonic,2152.16,4.88,620,2154.6,0.2263,0.0,-0.24808304815079837,-0.1692033616401209
but perhaps now with you here in rio,2155.2,3.6,621,2157.0,0.0,0.0,-0.2284216938043157,-0.1624883345985089
unless you insist on running away from,2157.04,3.76,622,2158.92,0.0,0.0,-0.30963699462019567,-0.204687207953077
me again,2158.8,7.039,623,2162.3195,0.0,0.0,-0.40363097405445714,-0.32372748169386356
oh would you like another drink yes very,2160.8,5.039,624,2163.3195,0.6369,0.2,-0.25716081522841255,-0.2949305753973791
smart,2170.839,5.641,625,2173.6594999999998,0.4019,0.21428571428571427,-0.17457061954204275,-0.22801074520728717
you know him no i don't think so but he,2172.96,4.48,626,2175.2,-0.1531,0.0,-0.26863036951360447,-0.473306752159263
seems familiar,2176.48,2.96,627,2177.96,0.0,0.375,-0.2547115523335087,-0.34651872006898243
captain prescott intelligence man he's,2177.44,3.28,628,2179.08,0.4767,0.0,-0.18248254468866126,-0.42072087724779683
down here as part of the washington,2179.44,2.399,629,2180.6395,0.0,-0.15555555555555559,-0.31821077170765,-0.5030703440626543
espionage,2180.72,4.119,630,2182.7794999999996,0.0,0.0,-0.32331225584880696,-0.5459300005302651
the american embassy is loaded with them,2181.839,5.121,631,2184.3995,0.0,0.0,-0.2657404802190876,-0.5815545528792395
really,2184.839,4.041,632,2186.8595,0.0,0.2,-0.28698101511620794,-0.5702824628953166
they're rather handsome in there i'm,2186.96,4.639,633,2189.2795,0.4939,0.5,-0.18742858484071942,-0.4977346397318565
allergic to american agents,2188.88,4.479,634,2191.1195000000002,-0.296,0.0,-0.15694103807834017,-0.4314968264835595
their fine points don't particularly,2191.599,3.52,635,2193.3590000000004,0.2023,0.2916666666666667,-0.1929234270790696,-0.37146374595640874
appeal to me you really bothered you,2193.359,3.681,636,2195.1994999999997,-0.3804,0.2,-0.23686470349212863,-0.35831211558308335
since you came down,2195.119,5.121,637,2197.6795,0.0,-0.15555555555555559,-0.23538903144991233,-0.3786204009618766
no no not yet,2197.04,6.96,638,2200.52,0.2235,0.0,-0.19975530005656322,-0.41566716109985385
they were troublesome in miami,2200.24,5.44,639,2202.9599999999996,-0.5106,0.0,-0.42356773977061307,-0.43001520932362414
yes that's why i left right after the,2204.0,4.48,640,2206.24,0.4019,0.14285714285714285,-0.3580278670121021,-0.4336682842684456
trial to get away from their snooping,2205.68,6.48,641,2208.9199999999996,0.0,0.0,-0.33698544140968245,-0.44405552148047434
i wondered why you left your father,2208.48,3.68,642,2210.32,0.0,0.0,-0.3436962595815763,-0.45716522933247117
for he insisted he was so unselfish he,2212.64,3.76,643,2214.52,0.0,0.0,-0.3785787909231131,-0.4769631986718154
kept worrying about me begging me to,2214.96,3.76,644,2216.84,-0.34,0.0,-0.42295648449461565,-0.43036730305168003
leave,2216.4,2.32,645,2217.56,-0.0516,0.0,-0.44248341589761225,-0.4026179654927666
i had no idea he was going to die many,2219.119,4.321,646,2221.2795,-0.7269,0.5,-0.6133908017412517,-0.334512849978009
things have died for all of us,2221.76,6.64,647,2225.0800000000004,-0.5574,0.0,-0.8862100498822615,-0.5557924525741174
we mustn't let our spirit die with them,2223.44,6.639,648,2226.7595,-0.6617,0.0,-0.9529818912882889,-0.5319272490597959
perhaps i can help you to forget i'd,2228.4,3.439,649,2230.1195000000002,0.2023,0.0,-0.9045710308192093,-0.49649369320942294
like to,2230.079,4.721,650,2232.4395,0.3612,0.0,-0.8746943076611127,-0.5213757024492686
it's odd,2231.839,2.961,651,2233.3195,-0.3182,-0.16666666666666666,-0.8907225118370771,-0.5395534824331054
but i feel at home with you,2235.44,6.56,652,2238.7200000000003,0.0,0.0,-0.9623022792185831,-0.6936887935098197
you know my dad i knew this,2238.64,6.0,653,2241.64,0.0,0.0,-0.9878459660202241,-0.7378287883774753
was gonna happen i knew when we met the,2242.0,4.64,654,2244.32,0.0,0.0,-1.0214056601072945,-0.7171973478052203
other day that if i,2244.64,3.92,655,2246.6,0.0,-0.125,-1.06742615029827,-0.681660992562942
saw you again i feel what i used to for,2246.64,3.92,656,2248.6,0.0,0.0,-1.1189529149617048,-0.6610921983914907
you,2248.56,8.4,657,2252.7599999999998,0.0,0.0,-1.0832522254175212,-0.6686770917532062
same hunger you're so lovely,2250.56,7.68,658,2254.4,0.4754,0.25,-0.9831358945076643,-0.6920140436166723
now i'm gonna make a fool of myself,2256.96,3.44,659,2258.68,-0.4404,0.0,-1.061217936353836,-0.7733661235158866
again someone else of course who is at,2258.24,4.0,660,2260.24,0.0,0.0,-1.1166413913999311,-0.7796943591877392
this time,2260.4,4.8,661,2262.8,0.0,0.0,-1.1192793775353596,-0.751259006986448
that mr devlin you were with there is no,2262.24,4.64,662,2264.56,-0.296,0.0,-1.1052680624417004,-0.7559915538827027
one,2265.2,5.36,663,2267.8799999999997,0.0,0.0,-1.1556156548628482,-0.7590290021799098
you seemed attentive,2266.88,5.44,664,2269.6,0.0,0.4,-1.2016320246236405,-0.6421944033535606
mr devlin has pestered me with this,2270.56,3.519,665,2272.3195,0.0,0.0,-1.2550208260224993,-0.934777192221994
attentiveness ever since i arrived,2272.32,4.4,666,2274.52,0.0,0.0,-1.2538508347798663,-0.887181277134386
i met him on the plane from miami made a,2274.079,3.681,667,2275.9195,0.0,0.0,-1.2373074719604757,-0.7737089090595838
pretty couple,2276.72,6.24,668,2279.8399999999997,0.4939,0.25,-1.1815284456284143,-0.7005737383263366
no no alex mr devlin doesn't interest me,2277.76,7.04,669,2281.28,-0.1511,0.0,-1.1725438692321704,-0.6768068722199561
i was so lonely that day i could have,2282.96,3.04,670,2284.48,-0.5009,-0.09999999999999998,-1.1174449238916764,-0.6201259016770092
gone riding with,2284.8,4.0,671,2286.8,0.0,0.0,-1.114091955765944,-0.6742122536657107
peter rabbit,2286.0,2.8,672,2287.4,0.0,0.0,-1.1801226181849536,-0.7098532796202587
you let me help your loneliness,2289.04,3.6,673,2290.84,-0.0258,0.0,-1.2339456249439278,-0.7877199305660796
you were very sweet to forget what,2293.599,3.201,674,2295.1995,0.2799,0.45499999999999996,-1.0436408357687785,-0.5420120718547419
bright i was,2295.359,4.321,675,2297.5195,0.4404,0.7000000000000001,-0.9714072000274785,-0.42725529390186
once my dear i shall test out your,2296.8,4.24,676,2298.92,0.3818,0.0,-0.9575964969485431,-0.41558458390461656
repentance,2299.68,4.32,677,2301.8399999999997,0.0,0.0,-1.006870341919364,-0.49385645896487096
at once will you have dinner with me,2301.04,3.36,678,2302.72,0.0,0.0,-1.0415042479225407,-0.5281082730984292
again,2304.0,5.68,679,2306.84,0.0,0.0,-1.053219247352526,-0.6143327426577259
overnight thank you very much my house,2304.4,5.28,680,2307.04,0.3612,0.26,-1.031631255642526,-0.6120906010453067
