text,start,duration,line_no,midpoint,sentiment-vader,sentiment-textblob,sentiment-ollama,sentiment-vader_norm,sentiment-textblob_norm,sentiment-ollama_norm
[Music],841.63,5.25,239,844.255,0.0,0.0,0.0,-1.36719072405232,-0.5391326428816153,
i guess you're wondering who i am huh,844.079,4.401,240,846.2795,0.0,0.0,0.0,-1.3504623200182675,-0.5204991520405278,
well there aren't many strangers come,846.88,5.04,241,849.4,0.2732,0.5,0.0,-1.324284489161468,-0.34033312771596735,
along i've been wondering about you too,848.48,7.32,242,852.14,0.0,0.0,0.0,-1.3012901097671676,-0.28315624191911865,
but i guess you're all right,851.92,3.88,243,853.86,0.0,0.2857142857142857,0.0,-1.2870282823065673,-0.2702719515757098,
deputy sheriff miles from huntsville,859.199,4.561,244,861.4794999999999,0.0,0.0,0.0,-1.2280621948219403,-0.22752348403515818,
ah,865.839,3.0,245,867.339,0.0,0.0,0.0,-1.2825134784065357,-0.21683245780582694,
owens is my,867.199,6.921,246,870.6595,0.0,0.0,0.0,-1.2848210406030212,-0.209452081160122,
name all right sam you can come out now,868.839,5.281,247,871.4795,0.0,0.2857142857142857,0.0,-1.1772060831997555,-0.2064562238635591,
[Music],876.86,8.669,248,881.1945000000001,0.0,0.0,0.0,-1.1368918193761153,-0.09274075781110477,
i hear they killed one of my best,886.88,3.759,249,888.7595,-0.0772,0.4,0.0,-1.1509626106027266,0.050975357040094656,
friends johnny man that's right ought to,888.48,3.84,250,890.4,0.4767,0.2857142857142857,0.0,-0.9638245632290604,0.04257632957346619,
be shot down like a mad dog that,890.639,4.961,251,893.1195,-0.1779,-0.3902777777777778,0.0,-0.9698926359561144,-0.005164021465653511,
zimmerman not a doubt about it,892.32,5.759,252,895.1995000000001,0.2755,0.0,0.0,-0.9488567173390519,-0.013014304676918423,
trooper said he's looking for gold just,895.6,3.81,253,897.505,0.0,0.0,0.0,-0.8999325622181629,-0.005338628022653534,
stand still todd,898.079,4.721,254,900.4395,0.0,0.0,0.0,-0.9356338587143685,-0.018722953631188657,
[Music],899.41,5.63,255,902.225,0.0,0.0,0.0,-0.9052521413301589,-0.03854612977431166,
get your hands up,902.8,5.44,256,905.52,0.0,0.0,0.0,-0.7156314101055222,-0.08240700370505899,
get over against that wall,905.04,3.2,257,906.64,0.0,0.0,0.0,-0.7442706958956544,-0.09582759295205148,
fire,908.72,5.119,258,911.2795,-0.34,0.0,0.0,-0.8993152209901099,-0.1406601180260041,
face it,911.12,2.719,259,912.4795,0.0,0.0,0.0,-0.9313775826238554,-0.15594191614936428,
now stay that way,915.199,3.88,260,917.139,0.0,0.0,0.0,-1.0218295849721712,-0.27022776202696297,
hiya sheriff zimmerman,942.48,6.44,261,945.7,0.0,0.0,0.0,-0.9705587360490726,-0.24003821121668584,
keep him covered sure zim,944.399,4.521,262,946.6595,0.3182,0.5,0.0,-0.9777314324839934,-0.07039146862244933,
that everybody boss just them too don't,954.88,4.079,263,956.9195,0.0,0.0,0.0,-0.8887356609064423,-0.05258770123825579,
know for sure by golly it works just,957.12,3.68,264,958.96,0.3182,0.5,0.0,-0.7682790195756232,-0.06481126256025486,
like you've said ah we could have rode,958.959,4.481,265,961.1995,0.3612,0.0,0.0,-0.6939217099938862,0.044061569800373734,
straight in take a look around outside,960.8,4.08,266,962.8399999999999,0.2263,0.1,0.0,-0.6755164595918437,0.13352950753188733,
here take this,963.44,3.36,267,965.12,0.0,0.0,0.0,-0.6729445639621499,0.17716041647714445,
we reckon that i'll be needing firearms,964.88,3.6,268,966.68,0.0,0.0,0.0,-0.6815964936537907,0.1767954389835424,
boss take it put our horses in the,966.8,5.12,269,969.3599999999999,0.0,0.0,0.0,-0.7098259497060679,0.2070679563758749,
corral and hide the saddles,968.48,3.44,270,970.2,-0.1779,0.0,0.0,-0.7208576198264462,0.2380626591933589,
take a look around for guns,972.72,3.28,271,974.36,0.0,0.0,0.0,-0.7770869468864853,0.3335401620566216,
grass gossip,977.759,3.64,272,979.5790000000001,-0.1779,0.0,0.0,-0.8213613559796418,0.39418091142772615,
all right todd owens turn around,990.16,5.16,273,992.74,0.0,0.2857142857142857,0.0,-0.7938578834633349,0.519614438854854,
listen zimmerman i'll do the talking i,996.32,4.4,274,998.5200000000001,0.0,0.0,0.0,-0.7341901556491399,0.44358956070813876,
gotta say something,998.0,2.72,275,999.36,0.0,0.0,0.0,-0.7237415026459755,0.3837771240065021,
now i want answers,1001.839,4.481,276,1004.0795,0.0772,0.0,0.0,-0.6551851493881881,0.4887766448364555,
and i want them right,1003.68,6.159,277,1006.7595,0.0772,0.2857142857142857,0.0,-0.6048682066426472,0.6059169122691677,
what time's the next stage do you hear,1006.32,4.639,278,1008.6395,0.0,0.0,0.0,-0.5626925940735165,0.5943277669884481,
the east,1009.839,3.281,279,1011.4795,0.0,0.0,0.0,-0.48578553564815946,0.5889032650286242,
what time tonight,1010.959,4.161,280,1013.0395,0.0,0.0,0.0,-0.43572429283462627,0.5947499343926633,
what time,1013.12,4.399,281,1015.3195,0.0,0.0,0.0,-0.3549996866672186,0.595269287240806,
about sundown what about the next stage,1015.12,3.6,282,1016.92,0.0,0.0,0.0,-0.3018382700209454,0.5921475947530979,
from the west,1017.519,3.281,283,1019.1595,0.0,0.0,0.0,-0.24810770436927043,0.5899471340967014,
that's tomorrow,1018.72,3.52,284,1020.48,0.0,0.0,0.0,-0.23500115746016317,0.5930587498723118,
what time,1020.8,5.039,285,1023.3195,0.0,0.0,0.0,-0.2545797370741997,0.6166726927274879,
usually early morning,1022.24,6.079,286,1025.2795,0.0,0.1,0.0,-0.27279769059778364,0.6442566686777036,
that right,1025.839,2.48,287,1027.079,0.0,0.2857142857142857,0.0,-0.2641723919415691,0.6754353092753299,
i ask you is that right,1029.6,4.959,288,1032.0794999999998,0.0,0.2857142857142857,0.0,-0.07471129470413111,0.7764053385919358,
yeah,1033.12,5.64,289,1035.9399999999998,0.296,0.0,0.0,0.044664262035389014,0.8502975361818146,
know how much gold it's carrying,1034.559,4.201,290,1036.6595,0.0,0.2,0.0,0.04622249291044224,0.8617219830504148,
no,1039.039,2.88,291,1040.479,-0.296,0.0,0.0,-0.04983275329768567,0.8172023670052626,
you,1040.799,4.801,292,1043.1995,0.0,0.0,0.0,-0.17096597287161486,0.6607491082391748,
none that went through today,1041.919,3.681,293,1043.7595000000001,0.0,0.0,0.0,-0.19585509024834025,0.6498594942301776,
i don't like to be lied to,1050.64,4.399,294,1052.8395,-0.5733,0.0,0.0,-0.44955135948791236,0.6252002971144502,
the westbound stage is due here at eight,1053.2,3.359,295,1054.8795,0.0,-0.125,0.0,-0.4647751844919317,0.633064602149327,
o'clock tonight,1055.039,3.041,296,1056.5595,0.0,0.0,0.0,-0.4628295436978744,0.6382189117780963,
the california stage comes through,1056.559,3.841,297,1058.4795,0.0,0.0,0.0,-0.4385615932615619,0.6402032542829263,
tomorrow noon and it's carrying close to,1058.08,4.24,298,1060.1999999999998,0.0,0.0,0.0,-0.4162220101641727,0.6363524075896854,
a hundred thousand dollars in gold bars,1060.4,3.68,299,1062.24,0.0,0.0,0.0,-0.4141709434743483,0.6231443266582033,
consigned by the crocker mining company,1062.32,3.92,300,1064.28,0.0,0.0,0.0,-0.4356750786704056,0.6023704229856197,
in sacramento to the government in wall,1064.08,3.839,301,1065.9995,0.0,0.0,0.0,-0.4649446222679273,0.5809798194754968,
street new york,1066.24,3.76,302,1068.1200000000001,0.0,0.13636363636363635,0.0,-0.5059445284376657,0.5522617152975887,
you both knew it because johnny madden,1067.919,6.921,303,1071.3795,0.0,0.0,0.0,-0.5557826065521918,0.5097081766118223,
told you so yesterday hey show zimmerman,1070.0,4.84,304,1072.42,0.0,0.0,0.0,-0.563192242960958,0.49807518148096147,
hey zim,1080.88,3.52,305,1082.64,0.0,0.0,0.0,-0.5213340961502785,0.5427130516528547,
look,1082.32,4.08,306,1084.36,0.0,0.0,0.0,-0.5242501419084427,0.5965720548864076,
you want to take me out to a barn dance,1084.4,4.399,307,1086.5995,0.0772,0.0,0.0,-0.5466946429715743,0.7056951074730704,
where did you get those things,1086.4,5.12,308,1088.96,0.0,0.0,0.0,-0.6010169775501396,0.8151979539796079,
in there where is she look zimmerman,1088.799,4.641,309,1091.1195,0.0,0.0,0.0,-0.6792504873352967,0.6846197524781532,
your wife,1091.52,3.519,310,1093.2794999999999,0.0,0.0,0.0,-0.7587955959527247,0.6507452789178801,
no,1093.44,3.599,311,1095.2395000000001,-0.296,0.0,0.0,-0.8103416277780014,0.6398716514037723,
so she's yours,1095.039,4.081,312,1097.0795,0.0,0.0,0.0,-0.8430550076187459,0.6200438186554639,
where is she,1097.039,4.321,313,1099.1995,0.0,0.0,0.0,-0.869847363773418,0.5983452012222932,
where is she owns,1099.12,3.84,314,1101.04,0.0,0.0,0.0,-0.8858070103165119,0.5823231678340302,
where's your wife,1101.36,5.319,315,1104.0194999999999,0.0,0.0,0.0,-0.8999521467435999,0.5615029341943231,
i haven't got a wife,1102.96,3.719,316,1104.8195,0.0,0.0,0.0,-0.901747629625456,0.5569166050209559,
so,1113.679,3.0,317,1115.179,0.0,0.0,0.0,-0.8925804452135745,0.5288495000288241,
hmm,1124.24,3.0,318,1125.74,0.0,0.0,0.0,-0.9100305377432198,0.5393650763128364,
so,1140.88,3.0,319,1142.38,0.0,0.0,0.0,-0.9423483153804294,0.5626401666186416,
[Music],1146.2,11.32,320,1151.8600000000001,0.0,0.0,0.0,-0.8936121988741277,0.5403262671144362,
he won't hand us no more lies,1153.919,3.601,321,1155.7195000000002,0.2228,-0.25,0.0,-0.8479506752700041,0.5171768075539724,
where was you zim,1157.84,4.16,322,1159.9199999999998,0.0,0.0,0.0,-0.790048885761149,0.46700166310647023,
using my head,1159.84,5.199,323,1162.4395,0.0,0.0,0.0,-0.7764396524936713,0.3973795612176738,
you ran out and left owens,1162.0,5.58,324,1164.79,0.0,0.0,0.0,-0.7959081597700355,0.31235351086938395,
where is he,1165.039,4.64,325,1167.359,0.0,0.0,0.0,-0.8586913279991689,0.2823457105051447,
[Music],1167.58,4.18,326,1169.6699999999998,0.0,0.0,0.0,-0.9248070619047027,0.2526126580038014,
you what i uh should take care of him,1169.679,4.081,327,1171.7195000000002,0.4939,0.0,0.0,-0.9677165110871528,0.17200107543061635,
too if you had half a brain you'd know,1171.76,4.56,328,1174.04,0.0,-0.16666666666666666,0.0,-0.990143524447376,0.07526581643794035,
we need,1173.76,2.56,329,1175.04,0.0,0.0,0.0,-0.9905560199267782,0.05281096656363722,
owens sounds just like a baby girl,1176.84,8.32,330,1181.0,0.3612,0.0,0.0,-0.9433168045816845,0.08346937429238149,
i ring tail monkey if i don't,1180.72,4.44,331,1182.94,0.0,-0.05,0.0,-0.9374409445776679,0.08911245211857957,
[Music],1186.34,7.18,332,1189.9299999999998,0.0,0.0,0.0,-0.9823301655904059,0.006578971613221806,
look,1192.4,5.12,333,1194.96,0.0,0.0,0.0,-1.0343327203436494,-0.07730594194821604,
look it is a baby,1193.52,15.63,334,1201.335,0.0,0.0,0.0,-1.063341121777572,-0.125448385933004,
[Music],1197.52,13.57,335,1204.305,0.0,0.0,0.0,-1.054318306292454,-0.1310966532195542,
[Applause],1209.15,7.839,336,1213.0695,0.4215,0.0,0.0,-0.9623481325361503,-0.124372980288668,
[Music],1211.09,5.899,337,1214.0394999999999,0.0,0.0,0.0,-0.9521913186831453,-0.12176820552063161,
those are the men the troopers were,1218.72,2.48,338,1219.96,0.0,0.0,0.0,-0.924985136225985,-0.09815640019730616,
looking for,1219.919,3.12,339,1221.479,0.0,0.0,0.0,-0.9328035668757493,-0.09001019328307472,
why did they lock me in here they think,1221.2,4.8,340,1223.6000000000001,0.0,0.0,0.0,-0.9533959632740444,-0.07739080828253335,
you're my wife your wife that's right,1223.039,5.041,341,1225.5595,0.0,0.2857142857142857,0.0,-0.9663793356405623,-0.06506648399705459,
what gave them that idea i don't know i,1226.0,4.96,342,1228.48,0.0,0.0,0.0,-0.9339066065873745,-0.04707101931388481,
didn't say it it was their idea,1228.08,4.479,343,1230.3194999999998,0.0,0.0,0.0,-0.8647127650324792,-0.036885465405212654,
did you tell them different they didn't,1230.96,3.68,344,1232.8,0.0,0.0,0.0,-0.7483770077818769,-0.02576977839450805,
give me a chance well don't do it then,1232.559,3.441,345,1234.2794999999999,0.4767,0.0,0.0,-0.6870351093193111,-0.02110302505769617,
why,1234.64,3.279,346,1236.2795,0.0,0.0,0.0,-0.5953976387434562,-0.017774762241745602,
well it might save your skin and your,1236.0,4.159,347,1238.0795,0.6486,0.0,0.0,-0.49354405366167503,-0.018273208140414783,
babies how i don't know but as long as,1237.919,3.601,348,1239.7195000000002,0.0,-0.05,0.0,-0.44486587723569737,-0.02208888291630113,
they've made a mistake we might as well,1240.159,3.361,349,1241.8395,-0.0772,0.0,0.0,-0.49191597503788387,-0.031553987786388654,
go along with it who's skinny are trying,1241.52,5.6,350,1244.32,0.0,0.0,0.0,-0.4638624386009583,-0.044210062681911896,
to save ours are yours well mine too,1243.52,6.159,351,1246.5995,0.6486,0.0,0.0,-0.2607187970137635,-0.05138285146863246,
now listen here miss holt or mrs hold or,1247.12,4.16,352,1249.1999999999998,-0.1531,0.0,0.0,-0.21070621780512944,-0.0484167131323132,
whatever your name is,1249.679,3.441,353,1251.3995,0.0,0.0,0.0,-0.32206494085887927,-0.036166955067309936,
those killers are after gold,1251.28,3.2,354,1252.8799999999999,-0.6486,0.0,0.0,-0.4155880503584924,-0.025399964398718094,
gold that's coming through tomorrow on,1253.12,3.36,355,1254.8,0.0,0.0,0.0,-0.43904874065904115,-0.028257083263576982,
the stage from california,1254.48,3.52,356,1256.24,0.0,0.0,0.0,-0.44781756555391056,-0.08295924815914368,
i don't know what's in their crazy heads,1256.48,3.6,357,1258.28,-0.34,-0.6,0.0,-0.649848377429004,-0.32422675112812904,
or what their scheme is but killing me,1258.0,3.36,358,1259.68,-0.7964,0.0,0.0,-0.7676225975988604,-0.4061110136793189,
right away isn't part of it or they'd,1260.08,3.12,359,1261.6399999999999,0.0,0.2857142857142857,0.0,-0.8440188821139838,-0.3925996855433184,
have done that by now what's all this,1261.36,3.04,360,1262.8799999999999,0.0,0.0,0.0,-0.8544833016122144,-0.36499305506166496,
got to do with your telling them i'm,1263.2,3.599,361,1264.9995000000001,0.0,0.0,0.0,-0.8364743746342567,-0.3665202333785009,
your wife i told you i didn't tell them,1264.4,4.24,362,1266.52,0.0,0.0,0.0,-0.8185130162719384,-0.3944537386863217,
they just put two and two together,1266.799,3.601,363,1268.5995,0.0,0.0,0.0,-0.8147841326090411,-0.4458648765035437,
simple as that huh,1268.64,3.279,364,1270.2795,0.0,0.0,0.0,-0.8296172228661265,-0.5061251682344053,
you're not getting me mixed up in this,1270.4,2.639,365,1271.7195000000002,0.0,0.0,0.0,-0.8525006956726494,-0.5718899485359324,
i'm going out there and tell them i'm,1271.919,2.721,366,1273.2795,0.0,0.0,0.0,-0.8855169127032294,-0.6198457318609438,
just a passenger on this line they're,1273.039,3.281,367,1274.6795,0.0,0.0,0.0,-0.9370454891691742,-0.6130009844488495,
gonna rob all the stage coaches they,1274.64,3.519,368,1276.3995,-0.5574,0.0,0.0,-1.0760756675643874,-0.5709134885097334,
want to but i'll do nothing to get,1276.32,3.44,369,1278.04,0.0387,0.0,0.0,-1.1665081783385176,-0.547884945877173,
callier me killed,1278.159,3.281,370,1279.7995,-0.6705,-0.2,0.0,-1.251946491967721,-0.580723472797346,
you listen to me,1279.76,3.279,371,1281.3995,0.0,0.0,0.0,-1.274669077958678,-0.6264300021583833,
your only chance of staying alive at,1281.44,3.04,372,1282.96,0.5574,0.05,0.0,-1.203404928148068,-0.6475474257463675,
least as long as i do is to let them,1283.039,3.76,373,1284.919,0.0,-0.175,0.0,-1.092091888282971,-0.6461462443846847,
keep on thinking that you're my wife,1284.48,3.76,374,1286.3600000000001,0.0,0.0,0.0,-1.068022451580949,-0.6382110705617757,
they need me,1286.799,3.12,375,1288.359,0.0,0.0,0.0,-1.040482093768218,-0.6372635537295065,
the goal they want is on the eastbound,1288.24,3.28,376,1289.88,0.0772,0.0,0.0,-1.0295795582173244,-0.6585056550979177,
stage but it doesn't come through here,1289.919,2.961,377,1291.3995,0.0,0.0,0.0,-1.0448363713753013,-0.7072238079800668,
until tomorrow,1291.52,2.88,378,1292.96,0.0,0.0,0.0,-1.0806720887912917,-0.777415542061506,
there's a westbound stage that goes,1292.88,3.039,379,1294.3995000000002,0.0,0.0,0.0,-1.1205964605372616,-0.8492881597612233,
through here tonight,1294.4,3.759,380,1296.2795,0.0,0.0,0.0,-1.2364966869208553,-0.9370244314417102,
sam's dead they've got to keep me here,1295.919,3.521,381,1297.6795000000002,-0.6486,-0.2,0.0,-1.4460894579612176,-0.9876940636157305,
alive,1298.159,3.201,382,1299.7595000000001,0.3818,0.1,0.0,-1.4373987265135866,-1.0284075015503447,
now you and the baby can stay alive just,1299.44,3.599,383,1301.2395000000001,0.3818,0.1,0.0,-1.337805500688395,-1.0362355890828057,
as long as i do,1301.36,3.439,384,1303.0794999999998,0.0,-0.05,0.0,-1.3377414976932804,-1.0291001315917427,
that's all i've got to say and you can,1303.039,5.241,385,1305.6595,0.0,0.0,0.0,-1.3014432887050935,-1.0031977688101752,
do what you like,1304.799,3.481,386,1306.5395,0.3612,0.0,0.0,-1.2053809204870534,-0.9937116463629437,
where'd you get this why do you think,1323.039,3.601,387,1324.8395,0.0,0.0,0.0,-1.1717299031808297,-0.999628533360668,
todd was running for the stable that's,1324.96,4.719,388,1327.3195,0.296,0.0,0.0,-1.0923107143736828,-1.049787848370951,
where sim find it by golly oh sow belly,1326.64,4.96,389,1329.1200000000001,0.0,0.0,0.0,-1.0198090360180023,-1.0683630609012083,
sure could have picked us off with this,1329.679,4.081,390,1331.7195000000002,0.3182,0.5,0.0,-0.9317773172062217,-0.9506254821556772,
give it to graz he won't leave it lying,1331.6,3.84,391,1333.52,0.4449,0.0,0.0,-0.8965868500004258,-0.9371365177525581,
around where owens can get his hands on,1333.76,3.84,392,1335.68,0.0,0.0,0.0,-0.8742481715943171,-0.9858729840130648,
it,1335.44,2.16,393,1336.52,0.0,0.0,0.0,-0.8679776985389726,-1.0022938476468817,
meaning you can't count on me,1340.32,6.0,394,1343.32,0.0,0.0,0.0,-0.8374058594172628,-1.0135345821668513,
now let's get this straight i didn't,1343.84,4.48,395,1346.08,0.2789,0.2,0.0,-0.8316282773429461,-1.0014483089827915,
pick any of you for this,1346.32,3.28,396,1347.96,0.0,0.0,0.0,-0.8283901315225163,-0.9844575090481924,
you just happened to be there when i,1348.32,2.64,397,1349.6399999999999,0.0,0.0,0.0,-0.8253515552799494,-0.955742522507046,
made my break,1349.6,3.04,398,1351.12,0.0,0.0,0.0,-0.8221728943313495,-0.925490840199538,
all right you're here,1350.96,4.0,399,1352.96,0.0,0.2857142857142857,0.0,-0.8170621417344441,-0.9551913667163449,
and that's my bad luck my colleague zim,1352.64,4.0,400,1354.64,-0.128,-0.6999999999999998,0.0,-0.8118858284099314,-1.0647010649651567,
i don't do nothing oh it's not you he's,1354.96,3.12,401,1356.52,0.0,0.0,0.0,-0.8118066162808776,-1.0804233811487707,
shooting at,1356.64,3.919,402,1358.5995,0.0,0.0,0.0,-0.8287472386122546,-1.1413402430650679,
you gruts you're nothing but a a big,1358.08,5.44,403,1360.8,0.0,0.0,0.0,-0.8786446349597528,-1.2562600082509245,
dumb coot that does anything he says,1360.559,7.12,404,1364.119,-0.5106,-0.375,0.0,-1.0207186343133674,-1.382698543603139,
you yancy you're a one-horse horse thief,1363.52,7.84,405,1367.44,-0.5267,0.0,0.0,-1.163528950837306,-1.4409866521523718,
it's me he's griping at,1367.679,3.681,406,1369.5195,0.0,0.0,0.0,-1.2114288889240492,-1.4517679102058918,
the first thing to do is to get rid of,1372.559,2.961,407,1374.0394999999999,0.0,0.25,0.0,-1.177273717575781,-1.4341813217032757,
todd's body,1373.84,3.839,408,1375.7595,0.0,0.0,0.0,-1.1067795868997063,-1.4209634053861169,
take care of it tevis,1375.52,5.519,409,1378.2794999999999,0.4939,0.0,0.0,-0.9492509722992065,-1.4022359039027033,
you yancy give him a hand,1377.679,6.841,410,1381.0995,0.4939,0.0,0.0,-0.7600329680968637,-1.3830251311648925,
come on beanbelly,1381.039,3.481,411,1382.7795,0.0,0.0,0.0,-0.6729446018579457,-1.372389342936499,
all right come out,1400.08,3.56,412,1401.86,0.0,0.2857142857142857,0.0,-0.6944840771956271,-1.2820607944665807,
perhaps,1412.559,2.48,413,1413.799,0.0,0.0,0.0,-0.7402702950564077,-1.2899317939678918,
you must forgive me he's just a big dumb,1415.12,3.12,414,1416.6799999999998,-0.296,-0.1875,0.0,-0.7397912767283737,-1.325967334810845,
animal,1417.039,3.201,415,1418.6395,0.0,0.0,0.0,-0.7421859332072255,-1.3091767349895174,
yeah by gully what kind of an animal are,1418.24,3.679,416,1420.0795,0.296,0.6,0.0,-0.7501917270403978,-1.1940533955103219,
you letting them shoot down an unarmed,1420.24,3.919,417,1422.1995,-0.34,-0.15555555555555559,0.0,-0.8153957097449085,-1.1937280486889688,
man kill or be killed he was heading for,1421.919,4.88,418,1424.3590000000002,-0.8807,-0.2,0.0,-0.9763365345775479,-1.2849505380188333,
that rifle,1424.159,2.64,419,1425.479,0.0,0.0,0.0,-1.0594984945953874,-1.3171008276069478,
where's your gun,1428.48,4.559,420,1430.7595000000001,-0.34,0.0,0.0,-1.15629229615454,-1.3358720033064446,
my what you're a vulgar you know what,1430.799,4.0,421,1432.799,0.0,-0.7,0.0,-1.1301248214608952,-1.4601659422756341,
i'm talking about can't you see he,1433.039,2.801,422,1434.4395,0.0,0.0,0.0,-1.1135502263001333,-1.526275228814661,
hasn't any,1434.799,4.081,423,1436.8395,0.0,0.0,0.0,-1.1031494514284408,-1.5461027103123264,
where's your revolver well sam had it,1435.84,4.4,424,1438.04,0.2732,0.0,0.0,-1.1041213159759595,-1.5360698357077849,
you took it away from him don't you,1438.88,3.919,425,1440.8395,0.0,0.0,0.0,-1.1223904554757214,-1.506294112739896,
remember where's his gun he sent it to,1440.24,4.72,426,1442.6,-0.34,0.0,0.0,-1.1453560744003484,-1.5122306473759095,
tucson to have it fixed what was wrong,1442.799,3.441,427,1444.5194999999999,-0.4767,-0.2,0.0,-1.184058813871631,-1.5592182711906502,
with it,1444.96,4.64,428,1447.28,0.0,0.0,0.0,-1.3011224037852787,-1.650008052838501,
the firing pin was broken,1446.24,3.36,429,1447.92,-0.6705,-0.4,0.0,-1.3423336733671376,-1.665975831271473,
that's a rotten thing to do,1455.039,4.361,430,1457.2195,-0.5106,0.0,0.0,-1.54533751892675,-1.6847552690506848,
tevers,1462.96,6.76,431,1466.3400000000001,0.0,0.0,0.0,-1.5257960775681338,-1.7132601162133685,
put that body on a pack mule,1465.36,4.36,432,1467.54,0.0,0.0,0.0,-1.559369121835849,-1.721296093587862,
travis has no respect for the dead and,1475.919,4.481,433,1478.1595000000002,-0.7817,-0.2,0.0,-1.7546481733601316,-1.7425377490033838,
he just loves the living,1478.32,4.16,434,1480.3999999999999,0.5719,0.0,0.0,-1.594431415148433,-1.7409596003519088,
why don't you let us bury him,1480.4,4.0,435,1482.4,0.0,0.0,0.0,-1.6244979524449745,-1.8240945443790348,
we won't run away we'd hate to get shot,1482.48,5.04,436,1485.0,-0.5719,-0.8,0.0,-1.7405602533799818,-1.995993033427748,
in the back go ahead it'll make you feel,1484.4,4.48,437,1486.64,0.0,0.0,0.0,-1.7818557584861907,-1.8996296617211879,
any better,1487.52,3.2,438,1489.12,0.4404,0.5,0.0,-1.750726345988562,-1.779584535621156,
i'll get the baby she's all right where,1488.88,3.6,439,1490.68,0.0,0.2857142857142857,0.0,-1.7095255755868097,-1.7449817989955678,
she is mrs owens,1490.72,4.079,440,1492.7595000000001,0.0,0.0,0.0,-1.6759663427501108,-1.712657242082099,
if you want to go with your husband go,1492.48,6.439,441,1495.6995,0.0772,0.0,0.0,-1.6710020731152413,-1.682143749802031,
but the baby stays here,1494.799,4.12,442,1496.859,0.0,0.0,0.0,-1.6786835065953796,-1.6741761287067527,
go with him tell davis let him bury him,1501.039,6.921,443,1504.4995,0.0,0.0,0.0,-1.756958456776194,-1.6570159876734014,
yes him stay close,1503.76,4.2,444,1505.86,0.4019,0.0,0.0,-1.7588014636864076,-1.6569013593510427,
wow,1520.32,3.0,445,1521.82,0.5859,0.1,0.0,-1.5371046362407135,-1.6390511925709779,
all right back to the station,1537.52,4.639,446,1539.8395,0.0,0.14285714285714285,0.0,-1.6395602744564695,-1.5632743604704382,
well maybe they want to say some words,1539.84,4.8,447,1542.24,0.34,0.0,0.0,-1.5533838186192221,-1.547302670602282,
well let them get it over with you take,1542.159,4.321,448,1544.3195,0.2732,0.0,0.0,-1.4711709858713342,-1.5321824362506886,
that shovel and get going well it ain't,1544.64,6.36,449,1547.8200000000002,0.2732,0.0,0.0,-1.3554908880865792,-1.5039127481458041,
fit to walk away i said get going,1546.48,4.52,450,1548.74,0.3612,0.4,0.0,-1.334641421137226,-1.4958954846454224,
well go on go on say the words,1556.559,5.521,451,1559.3195,0.2732,0.0,0.0,-1.233690391387302,-1.423337574535889,
may the lord grant you everlasting rest,1560.159,4.4,452,1562.3590000000002,0.3612,0.0,0.0,-1.1771498314867017,-1.4276098119403413,
in peace come on what are you doing,1562.08,4.24,453,1564.1999999999998,0.5423,0.0,0.0,-1.1414094262400507,-1.4448886906048906,
preaching a sermon,1564.559,4.72,454,1566.9189999999999,0.0,-0.225,0.0,-1.0974738337045216,-1.483087021161406,
where's my pistol,1566.32,2.959,455,1567.7994999999999,0.0,0.0,0.0,-1.0866848416922577,-1.4961382186532548,
must be behind the water trough,1569.679,20.561,456,1579.9595000000002,0.0,-0.4,0.0,-1.0730901318562367,-1.649814040858756,
[Music],1573.46,19.78,457,1583.3500000000001,0.0,0.0,0.0,-1.0903412788655644,-1.6796926500697642,
so,1590.24,3.0,458,1591.74,0.0,0.0,0.0,-1.1069786469508662,-1.7180151812311788,
[Music],1593.31,9.38,459,1598.0,0.0,0.0,0.0,-1.0769756215628064,-1.7118885797787324,
just a minute,1602.72,2.64,460,1604.04,0.0,0.0,0.0,-1.1036615716425648,-1.7004619078652923,
[Music],1605.87,3.33,461,1607.5349999999999,0.0,0.0,0.0,-1.1886059735848187,-1.7022211773532558,
now i want the next stage to come,1607.52,3.92,462,1609.48,0.0772,0.0,0.0,-1.2744036085843347,-1.7083608516060893,
through and no questions asked,1609.2,3.839,463,1611.1195,-0.296,0.0,0.0,-1.3734158635545444,-1.7172597083389698,
but they'll want to know where sam is,1611.44,3.76,464,1613.3200000000002,0.1154,0.0,0.0,-1.4404180549354824,-1.723716885697211,
won't they and you'll tell them gone to,1613.039,5.201,465,1615.6395,0.0,0.0,0.0,-1.4382730986983068,-1.6614023020142819,
tucson fort huma make up your own story,1615.2,5.04,466,1617.72,0.0,0.6,0.0,-1.4139464660253216,-1.5079877652436293,
but make it good so nobody gets,1618.24,4.319,467,1620.3995,0.5927,0.7,0.0,-1.4128771477118285,-1.3146469033220987,
suspicious,1620.24,3.84,468,1622.16,-0.3612,0.0,0.0,-1.4535053938914917,-1.2774107400549457,
remember owens,1622.559,5.911,469,1625.5145,0.0,0.0,0.0,-1.4812382983723624,-1.2959348677825235,
you have two good reasons to be careful,1624.08,11.94,470,1630.05,0.5423,0.3,0.0,-1.202714340124795,-1.2062871977244736,
[Music],1628.47,7.55,471,1632.2450000000001,0.0,0.0,0.0,-1.1113204908580478,-1.1960801620145463,
[Music],1639.44,3.98,472,1641.43,0.0,0.0,0.0,-1.1304205212616636,-1.2022364242244565,
