text,start,duration,line_no,midpoint,sentiment-vader,sentiment-textblob,sentiment-ollama,sentiment-vader_norm,sentiment-textblob_norm,sentiment-ollama_norm
eyes there's a carpet of Jade around us,1320.32,10.56,349,1325.6,0.0,0.0,0.3,-0.3842920050968643,-0.5557238586277545,0.8249793600465873
L around us all for,1326.48,9.04,350,1331.0,0.5766,0.0,0.15,-0.40042488067769055,-0.6646052881974922,0.8694095264769508
you when you open,1330.88,4.64,351,1333.2,0.0,0.0,0.5,-0.40557947088579005,-0.7003927545427935,0.894667652797919
your let me show you,1338.76,10.279,352,1343.8995,0.0,0.0,0.5,-0.43437257273180474,-0.7076943609964762,0.9553004461917064
the take you,1344.159,4.88,353,1346.5990000000002,0.0,0.0,0.0,-0.4416847529401059,-0.6858599015637727,0.9181299721972237
of,1350.52,4.269,354,1352.6544999999999,0.0,0.0,0.0,-0.45660935942111697,-0.7262923121726068,0.8124527055995426
[Music],1351.7,3.089,355,1353.2445,0.0,0.0,0.25,-0.45791632618545786,-0.7324432703865511,0.8154094645184407
this,1355.6,6.709,356,1358.9544999999998,0.0,0.0,0.0,-0.4689893385108235,-0.7691455838518881,0.830717994357331
[Music],1356.93,5.379,357,1359.6195,0.0,0.0,0.25,-0.47009707404964596,-0.7709709241280649,0.8302923768261382
we,1364.96,8.56,358,1369.24,0.0,0.0,0.0,-0.4820982194740191,-0.7554342823098745,0.787048898809618
your and you see how this momentary,1367.08,6.44,359,1370.3,0.0,0.0,0.15,-0.48297795940644045,-0.7501587522849584,0.779214800880096
[Music],1373.57,11.589,360,1379.3645,0.0,0.0,0.25,-0.4871656527254008,-0.6935832922020546,0.7038976883714806
more,1382.44,2.719,361,1383.7995,0.0,0.5,0.15,-0.4871600211586438,-0.666807522666785,0.6695813544945204
un dream,1386.24,4.0,362,1388.24,0.25,0.0,-0.1,-0.48590030904073983,-0.6463996595522326,0.6424422671909379
[Music],1407.63,49.52,363,1432.39,0.0,0.0,0.25,-0.4209451952981772,-0.6484623368428677,0.6735454810479169
[Applause],1452.23,4.92,364,1454.69,0.4215,0.0,0.85,-0.36654082894945356,-0.6087670393555483,0.7665418308431221
oh we can handle the all right what do,1461.32,7.239,365,1464.9395,0.0,0.2857142857142857,0.45,-0.34023481816347545,-0.5591629282221752,0.7948764343392973
we do now keep your balance oh sure,1463.52,5.039,366,1466.0395,0.3182,0.5,0.45,-0.337421388006093,-0.5566703127955313,0.7968559747130677
so,1479.36,5.919,367,1482.3194999999998,0.0,0.0,0.1,-0.293378358001135,-0.5872586173875782,0.8065607368611833
sorry pardon us,1480.88,4.399,368,1483.0795,0.25,-0.5,0.15,-0.29104350384912,-0.5883808332013638,0.8065941336046126
oh,1498.6,3.0,369,1500.1,0.0,0.0,0.15,-0.22480014635614992,-0.5961013811239594,0.8185992048018352
[Applause],1507.72,3.099,370,1509.2695,0.4215,0.0,0.85,-0.2012076369807208,-0.6607109229684502,0.8428887730537908
[Music],1511.92,23.46,371,1523.65,0.0,0.0,0.5,-0.32719098840014155,-0.8437441670564062,0.8779829727731541
[Applause],1532.12,3.26,372,1533.75,0.4215,0.0,0.85,-0.3811736698686117,-0.9859183911842767,0.8706474343607555
[Music],1538.1,6.43,373,1541.3149999999998,0.0,0.0,0.5,-0.44378233651556304,-1.0812977184344064,0.8378174622826832
what,1545.96,21.309,374,1556.6145000000001,0.0,0.0,0.0,-0.6637362424450914,-1.295968626324496,0.77470787878309
[Music],1547.44,19.829,375,1557.3545000000001,0.0,0.0,0.25,-0.6767113001158211,-1.308645987608399,0.7741845223168301
isn't it wonderful Tommy it sure,1575.52,3.96,376,1577.5,-0.1774,0.75,0.6,-0.7923240390881603,-1.2956698876517605,0.8465666589084893
is hello yes oh sure yes yeah D come on,1581.76,9.84,377,1586.68,0.836,0.5,0.5,-0.6681716194637448,-1.178858525743165,0.8718849867973687
up room 21 12 and 14 okay who was that,1587.32,5.64,378,1590.1399999999999,0.2263,0.5,-0.1,-0.6166865076034223,-1.138609271011143,0.8689846180339578
Edgar Clinger Irving's brother he's,1591.6,3.4,379,1593.3,0.0,0.0,0.1,-0.6432305247184428,-1.1001308049520293,0.8584277489361865
coming,1592.96,5.719,380,1595.8195,0.0,0.0,0.2,-0.6279492445967888,-1.0418394083261946,0.8456579584454936
up I'm so happy Tommy I wonder what the,1595.0,6.0,381,1598.0,0.6948,0.8,0.65,-0.5650776577520623,-0.9863192632223583,0.8324555280785152
princess is doing this morning why don't,1598.679,4.081,382,1600.7195000000002,0.0,0.0,0.1,-0.6271248808872353,-1.053224304943938,0.8143792672259836
you call her and ask her wonder what i',1601.0,3.559,383,1602.7795,0.0,0.0,0.1,-0.6804783365997127,-1.1055118005288314,0.8003190901499514
be doing a month before my wedding,1602.76,3.0,384,1604.26,0.0,0.0,0.15,-0.6697620436433334,-1.0911468041258,0.79041223720787
probably trying to figure a way to get,1604.559,3.441,385,1606.2794999999999,0.0,0.0,0.25,-0.6858169039797366,-1.0655698590354425,0.7775604328614343
out of it do you really think so you,1605.76,5.36,386,1608.44,0.0,0.2,-0.15,-0.7368373580780677,-1.0492989547999285,0.7648462669104937
know you wouldn't so would,1608.0,3.12,387,1609.56,0.0,0.0,0.1,-0.7615229384389912,-1.0445042472334383,0.7587283711025558
I how'd you do I'm Edgar Clinger oh,1614.279,7.12,388,1617.839,0.0,0.0,-0.1,-0.7575838895162174,-1.0458515524609848,0.7259292450802342
we didn't know that Irving and I were,1619.64,4.399,389,1621.8395,0.0,0.0,0.2,-0.765736337274898,-1.0402342756442071,0.7196831215666664
twins no we didn't oh I must say but he,1621.399,4.361,390,1623.5794999999998,-0.1531,0.0,-0.1,-0.7954038354843802,-1.0305337400383447,0.7204790662395318
should have told you you know after all,1624.039,3.801,391,1625.9395,0.0,0.0,0.2,-0.8330755901029296,-1.0096804182743382,0.7367420976341915
this is a pretty box of pickles may I,1625.76,4.799,392,1628.1595,0.4939,0.25,0.2,-0.824093629429711,-0.9826553040923481,0.7826317852172053
come in of course I'm,1627.84,5.6,393,1630.6399999999999,0.0,0.0,0.5,-0.7315007729616569,-0.944832119557602,0.8778924670357976
sorry how do you do so happy to meet you,1630.559,5.641,394,1633.3795,0.6642,0.15000000000000002,0.45,-0.5896375108207418,-0.8948287571859077,1.0023227793002916
at long last my it's amazing yes it is,1633.44,4.479,395,1635.6795,0.7579,0.18333333333333335,0.85,-0.5065116779529159,-0.8470962724483124,1.0859995522007666
rather isn't it uh I do hope the rooms,1636.2,3.959,396,1638.1795,0.4404,0.0,0.1,-0.47892072793103757,-0.7935131892978877,1.1271601322854177
are satisfactory oh they're fine it's a,1637.919,4.281,397,1640.0595,0.5106,0.4166666666666667,0.45,-0.4114852624949359,-0.7623307593339536,1.128877547703932
miracle you get them yes quite the,1640.159,4.041,398,1642.1795000000002,0.7579,0.0,0.45,-0.26246615413715113,-0.7487713822944035,1.1111703985754997
wedding has packed things up a bit but,1642.2,4.599,399,1644.4995000000001,0.0,0.0,0.2,-0.27358863238745595,-0.760336625682493,1.084563997880136
uh then there are ways how's everything,1644.2,4.839,400,1646.6195,0.0,0.0,0.2,-0.3332350348441375,-0.7490404812318507,1.0832435466296024
at the theater oh seems to be humming,1646.799,3.681,401,1648.6395,0.0,0.0,0.45,-0.3103535575119157,-0.6690857186776937,1.1311619621321518
the dancers are coming to audition this,1649.039,2.88,402,1650.479,0.0,0.0,0.2,-0.315453479932264,-0.5678530195883806,1.1943248013241448
afternoon the singers,1650.48,4.72,403,1652.84,0.0,0.0,0.2,-0.3976778625086137,-0.6410487520586302,1.1609005961338557
tomorrow excuse me,1651.919,4.841,404,1654.3395,0.0772,-0.05,0.1,-0.4819410587492246,-0.6276079357177748,1.2101097199501052
pleas,1655.2,4.32,405,1657.3600000000001,0.0,0.0,-0.1,-0.599654947500265,-0.6899020392734407,1.2052459500083619
hello oh Hello Johnny how are you,1656.76,5.08,406,1659.3,0.0,0.0,0.35,-0.6300145930308589,-0.7891024570331607,1.146619687362833
Ellen's boat romance John brindale you,1659.52,5.2,407,1662.12,0.5574,0.0,0.1,-0.6192888795718245,-0.9230451394438755,1.1023594044071992
know him know the family very old they,1661.84,4.719,408,1664.1995,0.0,0.13,0.2,-0.5786291991246226,-0.96484483678775,1.1547219001602145
do say that young John is a bit of a,1664.72,3.6,409,1666.52,0.0,0.1,-0.25,-0.5277415885888792,-0.9698643159506182,1.22255811250856
chaser he didn't have to chase very hard,1666.559,4.281,410,1668.6995,-0.1761,-0.3791666666666667,0.3,-0.5040015650903549,-0.9686931430665888,1.230581312246713
after Ellen she stood still and,1668.32,5.079,411,1670.8595,0.0,0.0,0.15,-0.5242868017618967,-0.9866688979255152,1.2555656215014475
waited this afternoon no they're,1670.84,5.199,412,1673.4395,-0.296,0.0,-0.1,-0.5906345420379375,-1.0196821901816033,1.2677634747620723
auditioning all day just a minute Tom,1673.399,4.201,413,1675.4995,0.0,0.0,0.2,-0.6558678616026717,-1.0392795792195024,1.2178279248475934
you don't need me this afternoon do you,1676.039,2.801,414,1677.4395,0.0,0.0,-0.25,-0.7058068239180209,-1.0508905030405835,1.161556998831082
John wants me to to drive down and see,1677.6,2.959,415,1679.0794999999998,0.0,0.022222222222222213,0.1,-0.724279986076519,-1.057060003829497,1.148848887349687
his old country home with him well I,1678.84,2.8,416,1680.24,0.2732,0.1,0.45,-0.7184490178001287,-1.0601206932768696,1.1737519390861273
suppose it's all right but I should,1680.559,2.12,417,1681.619,0.0,0.2857142857142857,0.2,-0.6934497519479705,-1.0630290371257243,1.2232020447375824
think you'd want to come along and see,1681.64,3.0,418,1683.14,0.0772,0.0,0.5,-0.6491950160719577,-1.066148248678875,1.26952506494491
who you're working with well I never,1682.679,4.081,419,1684.7195000000002,0.2732,0.0,0.5,-0.6014824945010541,-1.0694819054118976,1.2787433666343584
notice anyone but you but I want you,1684.64,3.8,420,1686.5400000000002,0.1154,0.0,0.2,-0.615718582371309,-1.0694589120031952,1.2554570583826004
home for dinner and no dates at night,1686.76,3.159,421,1688.3395,-0.296,0.0,0.5,-0.7377155101422156,-1.0598651622004593,1.2279551320831752
until after we open you'll come,1688.44,3.2,422,1690.04,0.0,0.0,0.1,-0.8206865089043726,-1.0389254361114628,1.2208403718468575
strolling in at 4:00 in the morning and,1689.919,4.721,423,1692.2795,0.0,0.0,-0.15,-0.853996438619736,-1.002931337857863,1.2325254755588115
be all tired out next day yes papa it's,1691.64,6.0,424,1694.64,-0.0516,-0.2,-0.1,-0.8424336345026563,-0.9715643470679606,1.2474845818632296
all set what time you pick me up okay,1694.64,4.56,425,1696.92,0.2263,0.5,0.5,-0.8265837785095389,-0.9613713288618699,1.2466954893801283
I'll be ready bye,1697.64,4.96,426,1700.1200000000001,0.3612,0.2,0.35,-0.8021918611320445,-0.9720381659494867,1.2417882470015695
Johnny shall we yeah I'll see you at 7,1699.2,6.16,427,1702.28,0.296,0.0,0.45,-0.7776306561483173,-0.9854254288615851,1.25770698343051
and be back oh I will I will cheer,1702.6,4.679,428,1704.9395,0.5106,0.0,0.45,-0.7299888278067416,-1.0007869551648683,1.3108683486753956
goodbye Edgar oh and if there's anything,1705.36,5.28,429,1708.0,0.0,0.0,0.2,-0.6366386124567853,-1.0265904834413841,1.368211335094702
you need do call thank you after to you,1707.279,5.12,430,1709.839,0.3612,0.0,0.45,-0.5715082007344522,-1.05282443270892,1.3703907852327677
now tell me old boy how are things in,1710.64,6.279,431,1713.7795,0.0,0.1,-0.1,-0.6063909217875965,-1.1385104620174291,1.2823230411322795
the colonies these days oh fine,1712.399,4.52,432,1714.6589999999999,0.2023,0.4166666666666667,0.1,-0.6231738159662102,-1.1586820959673967,1.2658453760901756
fine these English clothes are terrific,1720.519,6.481,433,1723.7595000000001,0.5994,0.1388888888888889,0.85,-0.4878318519923642,-1.1601473302289955,1.416351062578199
frankly amusing tie what,1723.159,3.841,434,1725.0795,0.3818,0.6,0.65,-0.44123881834410217,-1.1026825896938586,1.4525077180995951
yeah got a,1728.679,3.36,435,1730.3590000000002,0.296,0.0,0.15,-0.24768591687813174,-0.8563054977640523,1.5685578550754447
mat thanks I hear that shaving lotion is,1732.72,4.959,436,1735.1995,0.4404,0.2,0.35,-0.10891181484378647,-0.7118258798580394,1.6350260851395735
great stuff do you ever use it oh every,1735.679,3.84,437,1737.5990000000002,0.6249,0.8,0.45,-0.07391043590259677,-0.5331565450157113,1.6559834991646574
day,1737.679,5.48,438,1740.419,0.0,0.0,0.1,-0.07536312659398985,-0.5930627547870931,1.672470569029114
sorry I thought you were him how odd,1739.519,4.841,439,1741.9395,-0.3818,-0.3333333333333333,-0.25,-0.09729720479791276,-0.6364980645729205,1.6783149267840936
thank,1743.159,3.441,440,1744.8795,0.3612,0.0,0.5,-0.14728097043545585,-0.6547269073546297,1.6848651384203313
you well I must get back to the office,1744.36,3.679,441,1746.1995,0.2732,0.0,0.2,-0.16711216112375804,-0.6474847240086105,1.6862119434737048
you know what the theater is don't you,1746.6,3.6,442,1748.3999999999999,0.0,0.0,0.1,-0.21416766930564626,-0.6298918718486354,1.686828893792134
sure well I'll see you later cheer out,1748.039,3.311,443,1749.6945,0.7717,0.25,0.65,-0.16115063744520658,-0.6176696942954273,1.6863287535804492
okay,1750.2,25.33,444,1762.865,0.2263,0.5,0.35,-0.1707221968403923,-0.49100780152153256,1.654210267514725
[Music],1751.35,24.18,445,1763.4399999999998,0.0,0.0,0.25,-0.17199528914357134,-0.488241026142847,1.6520353341339413
hello again I wish should stop following,1778.64,4.36,446,1780.8200000000002,0.128,0.0,-0.25,-0.1489892867929469,-0.5348354777246628,1.5842781744580594
you following you I'm not a bit,1781.32,4.2,447,1783.4199999999998,0.0,0.0,-0.25,-0.2721979368950775,-0.5500473228285055,1.5767509913147062
flattered,1783.0,23.829,448,1794.9145,0.3818,0.0,0.65,-0.1970701929147529,-0.6097284333974621,1.5383466240626191
[Music],1785.52,21.309,449,1796.1745,0.0,0.0,0.25,-0.24308103111613016,-0.6153365914201918,1.5317240688728553
Mr Brown I'm Charles Gordon your stage,1806.919,3.12,450,1808.479,0.0,0.0,0.1,-0.2606092785623557,-0.6060572579176892,1.4754737929504889
manager it's nice to see you,1808.84,4.24,451,1810.9599999999998,0.4215,0.6,0.5,-0.2782162901657476,-0.5736009342904569,1.4820650001839712
everything's ready sir oh good um see,1810.039,4.161,452,1812.1195,0.6597,0.44999999999999996,0.45,-0.2269955772481122,-0.554041116508851,1.4890653489883723
that girl on the green dress near the,1813.08,3.64,453,1814.8999999999999,0.0,-0.05,0.15,-0.11719112513772012,-0.5140343607960994,1.5157822466637134
end changing her shoes yes sir let's,1814.2,4.28,454,1816.3400000000001,0.4019,0.0,0.45,-0.07831828213520231,-0.497950897479637,1.5329186819673273
begin with her they can eat show me a,1816.72,4.72,455,1819.08,0.0,0.0,0.1,-0.022908826728764257,-0.47477671463422877,1.5658453535560162
few steps very good,1818.48,2.96,456,1819.96,0.4927,0.355,0.65,-0.00730638078321476,-0.46913595627631344,1.5753746489466205
sir your name d an Ashman thank you will,1824.96,7.57,457,1828.7450000000001,0.3612,0.0,0.45,0.11749198904663724,-0.44358614557052933,1.6394822436462038
you begin please oh yes Miss Anne Ashman,1828.679,41.12,458,1849.239,0.5267,0.0,0.35,0.19210594560707148,-0.4411787145936855,1.6899084686801344
[Music],1832.53,39.109,459,1852.0845,0.0,0.0,0.25,0.19352749875972614,-0.44325398907831354,1.6909252003574953
will you try a few steps with me please,1869.799,4.6,460,1872.099,0.3182,-0.2,0.5,0.3071070254321965,-0.46380806881633374,1.6873854577870602
oh dear C you guys with a partner well I,1871.639,4.64,461,1873.9589999999998,0.5719,0.0,-0.1,0.33315530759026446,-0.46570832330925616,1.6876542489001918
couldn't till a moment ago we'll try,1874.399,3.681,462,1876.2395,0.0,0.0,0.3,0.35264955393742353,-0.4679135083388695,1.6884736820197537
we'll take something easy to start uh,1876.279,4.801,463,1878.6795,0.4404,0.43333333333333335,0.45,0.3519554596247279,-0.4700801844117627,1.6900646771929608
may I have a pickup please,1878.08,11.12,464,1883.6399999999999,0.3182,0.0,0.3,0.41801809207136126,-0.4736800331679371,1.6924609894949727
[Music],1881.08,9.24,465,1885.6999999999998,0.0,0.0,0.25,0.4577215297085079,-0.4747844418187175,1.6895810656507182
you should have seen the expression on,1889.2,3.12,466,1890.76,0.0,0.0,-0.1,0.49974443070128777,-0.47629081504437343,1.6604672468660266
your face when you saw me how did I look,1890.32,3.09,467,1891.865,0.0,0.0,0.2,0.48822060427815583,-0.4763615971756663,1.6486541316173797
as if I were a,1892.32,7.169,468,1895.9044999999999,0.0,0.0,-0.1,0.42245745848408545,-0.47571899023542735,1.6113952692016573
[Music],1893.41,6.079,469,1896.4495000000002,0.0,0.0,0.25,0.4171387510209336,-0.47551629203239953,1.6099095217700572
dentist you dance very well thank you I,1900.279,6.921,470,1903.7395,0.6335,0.2,0.5,0.45766812302664744,-0.4417525460076701,1.6846645112926
think you'll do fine will I really,1903.12,4.08,471,1905.1599999999999,0.2023,0.30833333333333335,0.5,0.46040862339663113,-0.4201314887664321,1.7068146600534946
[Music],1907.31,3.729,472,1909.1744999999999,0.0,0.0,0.25,0.5120541473176419,-0.3122615690555328,1.751117802495322
sure it's very nice of you not a heard,1908.639,4.361,473,1910.8194999999998,0.659,0.64,0.45,0.6115661105803725,-0.25773675097649845,1.7555703499112276
what happened against me I do a little,1911.039,4.321,474,1913.1995,0.0,-0.1875,-0.15,0.6463061671184827,-0.24423314926943474,1.757270377848094
bit well what can I do you can have,1913.0,3.84,475,1914.92,0.2732,0.0,0.2,0.6876096132213075,-0.21540877184383422,1.7651681125998884
dinner with me some night well I should,1915.36,4.279,476,1917.4995,0.2732,0.0,0.45,0.7983196460515228,-0.1224716404875494,1.7999977049989664
love to how about tonight well I don't,1916.84,5.679,477,1919.6795,0.743,0.5,0.2,0.9063904618799393,-0.024553565345663813,1.8465406714858545
know I she'll do fine pick your for,1919.639,5.76,478,1922.519,0.2023,0.4166666666666667,0.45,1.02329209203482,0.08540320569118842,1.9195123646573007
thank you who's,1922.519,2.88,479,1923.959,0.3612,0.0,0.5,1.0579114934182634,0.11927995011934038,1.9577589780280522
next is it much further no we're almost,1930.519,7.12,480,1934.079,-0.296,0.0,0.1,1.0085632212520572,0.21606076975640093,2.076643801144699
there why you look pretty I know what do,1934.36,4.76,481,1936.74,0.4939,0.25,0.45,0.9912336402718315,0.29262451496792924,2.032107252213568
you have to do with the house get the,1937.639,3.28,482,1939.279,0.0,0.0,-0.1,0.9751779962445112,0.29200765524416145,2.0293872708118266
wedding present we sld practically,1939.12,3.08,483,1940.6599999999999,0.0,0.0,0.2,0.9603795089617204,0.23620965771605626,2.0574194017558525
everything at auction except for one set,1940.919,4.12,484,1942.979,0.0,0.0,0.1,0.9246184695381575,0.19137509383053505,2.0289652795677124
of cport china plates I was supposed to,1942.2,4.64,485,1944.52,0.0,0.0,-0.1,0.9060954394668187,0.19889747267002336,1.9663475203414618
get those when I got married seeing,1945.039,3.161,486,1946.6195,0.0,0.25,0.15,0.9092160975651886,0.2330119840741803,1.8656495375473425
there precious little chance of that we,1946.84,2.48,487,1948.08,0.6605,0.15625,-0.25,0.9401038420615033,0.2604414944519824,1.8059446250345264
decided to hand them on to the prince,1948.2,2.8,488,1949.6000000000001,0.4939,0.0,0.5,0.9905227545972893,0.2883424691118381,1.757038827315987
and princess why is your precious little,1949.32,4.959,489,1951.7994999999999,0.5719,0.15625,0.2,1.0735622963880358,0.32535240462964926,1.7082060444514473
chain oh I don't know I think you have,1951.0,4.72,490,1953.36,0.0,0.0,0.2,1.1247139009853588,0.3475912580912887,1.6874831864634838
to enjoy living with yourself before you,1954.279,3.961,491,1956.2595,0.4939,0.4,0.5,1.1882420238931075,0.37558939205657194,1.6687713969343543
have nerve to ask anyone else to besides,1955.72,4.319,492,1957.8795,0.0,0.0,-0.1,1.2024294098825496,0.38138121663690705,1.6630359543112543
you know how I,1958.24,5.24,493,1960.86,0.0,0.0,-0.1,1.1877130347649671,0.3730662518589799,1.6505819738257086
am oh here we,1960.039,3.441,494,1961.7595,0.0,0.0,0.1,1.1759938939493766,0.36785878319115256,1.6463011004240775
are John is,1968.279,5.931,495,1971.2445,0.0,0.0,0.0,1.0969751377374561,0.4077259583795385,1.6056911886599952
beautiful yes,1970.679,9.901,496,1975.6295,0.765,0.85,0.85,1.2020071551209546,0.5415219256439354,1.602865141905267
[Music],1974.21,6.37,497,1977.395,0.0,0.0,0.25,1.2352223234525113,0.5675805792306761,1.6070602486657695
I think they're in,1980.88,4.399,498,1983.0795,0.0,0.0,-0.1,1.2560166001393742,0.5842368946075082,1.6487037836657925
here oh what a wonderful floor to dance,1982.96,5.079,499,1985.4995000000001,0.5719,1.0,0.85,1.3087800945300243,0.7292030322695634,1.6793545594521915
on yes how long since anyone's live here,1985.279,5.201,500,1987.8795,0.4019,0.043181818181818175,0.1,1.3743711712433964,0.8189471333486407,1.7033704643994882
John oh about 5 years no one could,1988.039,4.841,501,1990.4595,-0.296,0.0,-0.1,1.4136052612515293,0.7522850135627333,1.704317510993912
afford places like this today I imagine,1990.48,4.76,502,1992.8600000000001,0.3612,0.0,0.5,1.3808895590491579,0.79815219861624,1.6717051536501168
you missed it terribly no I don't think,1992.88,4.679,503,1995.2195000000002,-0.7906,0.5,-0.6,1.2947639379790712,0.8878655396764598,1.6260313220305924
I do anymore I just don't have anything,1995.24,5.039,504,1997.7595000000001,0.0,0.0,-0.3,1.2591590514226814,0.8950677116244434,1.5855512435856838
to replace it with I say what time do,1997.559,5.72,505,2000.4189999999999,0.0,0.0,0.1,1.2837671021683608,0.8393758192480019,1.5623828288088968
you have to be back 7 shop oh I wish you,2000.279,4.481,506,2002.5195,0.4019,0.0,0.2,1.3192842628267627,0.8055688050273652,1.5618648670101398
could have dinner with me I don't know,2003.279,2.721,507,2004.6395,0.0,0.0,0.2,1.349194958933422,0.8145930740744738,1.5767095011319945
when I'll get another free evening,2004.76,3.159,508,2006.3395,0.5106,0.4,0.5,1.366563919972915,0.8390300623701729,1.5891139725775172
there's some sort of party every night,2006.0,6.24,509,2009.12,0.3415,0.0,0.3,1.3832120971669093,0.8618331159353155,1.5817552977342846
now on can't you I don't know you know,2007.919,10.24,510,2013.039,0.0,0.0,-0.2,1.3892677402677778,0.7864379015770298,1.4909590041105447
how T is will you try yes I'll try,2012.24,5.919,511,2015.1995,0.4019,0.0,0.65,1.3934158928655085,0.7263199028962057,1.4519421710295923
good hello hi back on time how's the,2018.36,6.6,512,2021.6599999999999,0.4404,0.35,0.3,1.4737531964595965,0.7748712647893758,1.5298067882775395
afternoon oh it was wonderful how are,2023.12,4.48,513,2025.36,0.5719,1.0,0.65,1.5614541448727108,1.0521634391758496,1.5732437628458982
your dancers dancers what do you want to,2024.96,6.12,514,2028.02,0.0772,0.0,-0.1,1.5267069537061422,1.1441967828379704,1.5503028428015675
do tonight oh I'm kind of tired Ellie I,2027.6,5.36,515,2030.28,-0.4927,0.09999999999999998,0.2,1.4058288516337722,1.0692643460844868,1.4854457228858886
thought I'd just skip dinner and go,2031.08,5.319,516,2033.7395,0.0,0.0,0.2,1.3642371937089839,1.1005207851824446,1.3680075718395346
straight to bed would you mind oh no no,2032.96,5.04,517,2035.48,0.4191,0.2,-0.1,1.396440068089404,1.1738085712961175,1.3157798173325985
it's a good idea that country are really,2036.399,3.52,518,2038.1589999999999,0.4404,0.44999999999999996,0.3,1.4692253218951847,1.2810151116905246,1.2600382063782614
knocked me out yeah you sure you don't,2038.0,4.84,519,2040.42,0.5423,0.5,0.2,1.552526941452082,1.3159458038901795,1.2449029777727953
mind oh gosh no matter of fact I think,2039.919,4.401,520,2042.1195,-0.0191,0.0,0.1,1.5873940853593298,1.3135956911966133,1.248535347189283
I'll turn in right now all right with,2042.84,4.36,521,2045.02,0.0,0.2857142857142857,0.5,1.55658049523733,1.2878841721481207,1.26911041844893
you it's good idea it's been a kind of a,2044.32,5.599,522,2047.1195,0.4404,0.6499999999999999,0.5,1.5625120960922507,1.2752438654074387,1.2850722872874907
rough day yeah good night honey good,2047.2,5.99,523,2050.195,0.7906,0.4333333333333333,0.45,1.6196095477431633,1.2726220176416796,1.305756365816843
night Tommy sweet dream,2049.919,33.28,524,2066.5589999999997,0.6124,0.35,0.5,1.7435129533383855,1.3475420659952968,1.3739741763534514
[Music],2053.19,30.009,525,2068.1945,0.0,0.0,0.25,1.7399146654170565,1.3427978895339086,1.3780150991494609
Happ,2085.919,3.0,526,2087.419,0.0,0.0,0.85,1.6296435422362232,1.1596667626053838,1.414019408813289
[Music],2092.29,20.619,527,2102.5995,0.0,0.0,0.25,1.5940067634574622,1.2011164054261454,1.4542178042149174
more coffee thank you yes Ellie and I,2116.24,5.119,528,2118.7994999999996,0.6682,0.5,0.5,1.7258741227775456,1.2478185383471747,1.516470828203553
have done quite a few shows together you,2119.119,5.401,529,2121.8195,0.0,-0.2,0.5,1.7772001474216383,1.2248853054656859,1.530115120809864
like to done yes yes it's hard work but,2121.359,4.041,530,2123.3795,0.5023,-0.2916666666666667,0.3,1.807502134113304,1.2071526463964308,1.5374014608921232
it's,2124.52,3.8,531,2126.42,0.0,0.0,0.0,1.8733602297118865,1.1672798789695582,1.552060223342468
fun what made you decide to dance for a,2125.4,6.56,532,2128.6800000000003,0.5106,0.3,0.2,1.9273805100526717,1.1400434790348035,1.563340753631418
very silly reason how silly well when I,2128.32,5.96,533,2131.3,0.3804,-0.575,-0.6,1.9935933006580406,1.12036427318084,1.5767597801594395
was 11 I fell in love for the first time,2131.96,6.159,534,2135.0395,0.6369,0.375,0.85,2.08395250472787,1.1394446720414035,1.5959263697401127
with a boy much older 12,2134.28,6.96,535,2137.76,0.0,0.16666666666666666,0.05,2.1372419075203033,1.1878610463653931,1.609331369362315
13 his name was Alonzo and I was so,2138.119,4.681,536,2140.4595,0.0,0.0,-0.1,2.1718766534305436,1.2030079553305508,1.6203822577975924
happy that suddenly what I wanted to do,2141.24,4.56,537,2143.52,0.5719,0.4,0.65,2.1803716220092584,1.213511944257101,1.6211343812086283
was to dance so I figured that if I,2142.8,4.88,538,2145.2400000000002,0.0,0.0,0.1,2.16863183665803,1.239788607091321,1.6126684611992494
danced when I was happy I should be,2145.8,5.2,539,2148.4,0.5719,0.8,0.5,2.1352731989255314,1.3200747942402107,1.5899615936377514
happy if I danc is that silly enough I,2147.68,6.76,540,2151.06,0.5859,0.10000000000000002,0.45,2.1218796472039765,1.3953073729432974,1.5784490290701885
think so I felt so good about Alon so I,2151.0,5.0,541,2153.5,0.5777,0.7,0.75,2.123229956783837,1.4448643144652096,1.5833707440366134
used to close my eyes and pretend I,2154.44,3.56,542,2156.2200000000003,-0.1027,0.0,0.1,2.031277720781908,1.4300300287445304,1.597563856892059
could dance all over the floor walls,2156.0,4.16,543,2158.08,0.0,0.0,0.5,1.894259555358043,1.3801069236676868,1.6051213116766048
even the ceiling if you ever learn to do,2158.0,4.28,544,2160.14,0.0,0.0,-0.1,1.8769479183575133,1.4120980713367322,1.6061978329475302
that I can get you a very good booking,2160.16,6.0,545,2163.16,0.4927,0.9099999999999999,0.65,1.9564000214754822,1.567463534136476,1.5956432836842884
want anything else no let's,2162.28,3.88,546,2164.2200000000003,-0.2263,0.0,0.45,1.9515033470651744,1.6188702677304894,1.5894919181465792
go you better not take me home why not,2169.24,4.72,547,2171.6,0.4404,0.5,-0.2,2.0177375795687897,1.6809501694792228,1.5375921779914186
well it's a long way and besides this is,2172.319,3.52,548,2174.079,0.2732,-0.05,-0.1,2.0396152832280956,1.6766908565967626,1.526381671763017
Friday Friday I have to stop and see my,2173.96,3.96,549,2175.94,-0.296,0.0,0.1,2.0397236089181354,1.6949937873814906,1.523141413489017
