text,start,duration,line_no,midpoint,sentiment-vader,sentiment-textblob,sentiment-ollama,sentiment-vader_norm,sentiment-textblob_norm,sentiment-ollama_norm
[Applause],1551.6,3.2,436,1553.1999999999998,0.4215,0.0,0.85,-0.878868602218875,0.8595795399833943,-0.185880780739986
seven wine,1555.12,2.72,437,1556.4799999999998,0.0,0.0,0.1,-0.9353160624057388,0.8546644534668402,-0.15953528643465387
what is it devin what's the matter i,1582.159,2.961,438,1583.6395,0.0258,0.0,0.1,-0.9382054355854421,0.8771788058407073,-0.22982638848827427
don't know if she'll do it what do you,1583.84,2.319,439,1584.9995,0.0,0.0,-0.1,-0.9701541496742494,0.8278415691749377,-0.25749453291066193
mean you don't think she'd,1585.12,2.24,440,1586.2399999999998,0.0,-0.3125,-0.2,-1.0073777798954122,0.7734909803074961,-0.28560863721790686
you haven't discussed it with her have,1586.159,2.64,441,1587.479,0.0,0.0,-0.1,-1.052921205719204,0.7096704644958645,-0.3165353792999239
you no i didn't know what the job was,1587.36,2.799,442,1588.7595,-0.296,0.0,-0.1,-1.1024761757335888,0.6370914361143628,-0.35159720495428437
until this moment well what do you mean,1588.799,2.48,443,1590.039,0.2732,-0.3125,0.1,-1.1204611478658584,0.5773031423464636,-0.38989080030385787
she wouldn't do it,1590.159,2.321,444,1591.3195,0.0,0.0,-0.2,-1.0826826241709355,0.5537851910882141,-0.43158993322206374
well i don't think she's that type of,1591.279,2.561,445,1592.5595,0.2732,0.0,-0.2,-1.0510574989537251,0.5503717911165117,-0.474802827642
woman she strikes me as me i'll,1592.48,4.64,446,1594.8,-0.3612,0.0,0.1,-1.1899070004806833,0.3632108439474583,-0.5519935977310061
understand your attitude,1593.84,3.28,447,1595.48,0.0,0.0,0.2,-1.214384532245376,0.3263662633666068,-0.5731322541529384
why do you think she won't do it well,1597.44,3.52,448,1599.2,-0.2057,0.0,-0.2,-1.193013560689053,0.3594811476063008,-0.6427725326691971
she's had no experience,1599.52,4.08,449,1601.56,-0.296,0.0,-0.2,-1.3043239057246983,0.340683239438789,-0.6360725895984614
oh come now what experience does she,1600.96,4.0,450,1602.96,0.0,0.0,-0.1,-1.3289288602102698,0.32614638193666157,-0.6320723329220734
like do you think,1603.6,2.8,451,1605.0,0.3612,0.0,0.35,-1.2053706389471093,0.3743077416911744,-0.6583494482328868
she's never been trained for that kind,1604.96,3.52,452,1606.72,0.5267,0.6,-0.5,-1.0894442405166833,0.4916519882459572,-0.7167374970111626
of work let's see through her miss euban,1606.4,3.6,453,1608.2,-0.1531,0.0,-0.1,-1.01193151913274,0.5102714250094049,-0.7373002635824213
was chosen not only because her father,1608.48,3.199,454,1610.0795,0.0,0.0,0.1,-0.9400341055506238,0.5103402113881876,-0.6788893682688331
gives her an ideal background but,1610.0,2.0,455,1611.0,0.296,0.9,0.5,-0.9140031847344346,0.7431341574160791,-0.6531306700504977
because,1611.679,3.36,456,1613.3590000000002,0.0,0.0,0.0,-0.8484896429393672,0.7473208563010216,-0.6193744524421378
sebastian knows her,1612.0,3.039,457,1613.5195,0.0,0.0,0.5,-0.8429222612000672,0.758294408642457,-0.6175883696451597
oh yes he was once in love with her,1615.279,4.241,458,1617.3995,0.7845,0.5,0.2,-0.667033114850008,1.0070593382436348,-0.5655526644141867
oh i didn't know that i don't see why,1620.0,3.76,459,1621.88,0.0,0.0,-0.1,-0.5674236872649054,1.2106683067284465,-0.5210356069046517
we're arguing about petty things like,1622.24,3.52,460,1624.0,-0.3182,0.0,-0.2,-0.5994431627646006,1.2850800629752208,-0.5227738035741671
this we've got important work to do,1623.76,3.84,461,1625.68,0.2023,0.4,0.2,-0.5842664476418549,1.337403936203108,-0.5406764417083283
sebastian's house is a cover-up for,1625.76,3.36,462,1627.44,-0.296,0.0,-0.2,-0.6997873429618138,1.3556336269156173,-0.5758563420320919
whatever this farm and group's up to,1627.6,2.559,463,1628.8795,0.0,0.0,0.1,-0.8583374992077536,1.2329537610065437,-0.608939637693559
here in rio,1629.12,2.4,464,1630.32,0.0,0.0,0.2,-0.9957336500068248,1.013505212765062,-0.6370494746671239
we've got to get ms hooverman inside,1630.159,2.721,465,1631.5195,0.0,0.0,0.2,-1.0516845835178894,1.0450903628561037,-0.6522024461416709
that house and find out what's going on,1631.52,1.68,466,1632.36,0.0,0.0,0.1,-1.0635883371309194,1.0644696607412711,-0.659662708007128
there,1632.88,1.919,467,1633.8395,0.0,0.0,0.0,-1.0557224769858193,1.0558359273091762,-0.6715287026163872
yes that's right so i think you'd better,1633.2,3.2,468,1634.8,0.6808,0.39285714285714285,0.3,-1.0473798766254832,1.3729842434399595,-0.6815848463965462
go back to ms huberman and explain to,1634.799,2.801,469,1636.1995,0.0,0.0,-0.1,-1.0505013945537078,1.3781182860887258,-0.7028698805878859
her what she has to do,1636.4,4.639,470,1638.7195000000002,0.0,0.0,0.1,-1.087101973148981,1.3720150320630768,-0.7490232407195421
i uh what is it nothing sir,1637.6,5.36,471,1640.28,0.0,0.0,0.1,-1.1116666150404009,1.3832896117938702,-0.7719270822603295
oh i thought you were gonna say,1641.039,3.841,472,1642.9595,0.0,0.0,0.15,-1.1219858502925706,1.3659993416641494,-0.7854125775847539
something how is the meeting to be,1642.96,4.0,473,1644.96,0.0,0.0,0.1,-1.085656480248263,1.3881838229655847,-0.777973685425689
arranged oh well we've discussed that i,1644.88,2.64,474,1646.2,0.2732,0.0,0.2,-1.0737364372972074,1.3684303536741673,-0.7682886681033365
think the,1646.96,2.8,475,1648.3600000000001,0.0,0.0,0.1,-1.119077816609239,1.2205028853641475,-0.7462121301675997
riding club would be the best place,1647.52,3.84,476,1649.44,0.6369,1.0,0.65,-0.8911995267423392,1.6893298427608572,-0.7342014286334317
sebastian usually rides there in the,1649.76,3.12,477,1651.32,0.0,-0.25,0.15,-0.8703469959290259,1.6577826373763571,-0.7130465652380706
mornings,1651.36,2.88,478,1652.8,0.0,0.0,0.2,-0.8671326501943193,1.6077998372122944,-0.6966862419152998
so the rest is up to you and miss,1652.88,3.919,479,1654.8395,-0.1531,0.0,0.2,-0.946472718641697,1.6254843844244553,-0.6752825767356483
sieberman,1654.24,2.559,480,1655.5195,0.0,0.0,0.03,-0.9817599892320416,1.6329668086259765,-0.668476807976412
okay devlin that's all all right,1657.039,12.801,481,1663.4395,0.2263,0.39285714285714285,0.65,-0.9365249742556969,1.749997128107322,-0.6024384186583743
there is that you huh i'm glad you're,1672.64,4.8,482,1675.0400000000002,0.4588,0.5,0.5,-0.80511277897797,1.840618398685859,-0.556348633661014
late this chicken took longer than i,1676.0,2.799,483,1677.3995,0.0,-0.44999999999999996,-0.25,-0.7811658954096523,1.8189167360729064,-0.5553884543716258
expected,1677.44,3.839,484,1679.3595,0.0,-0.1,0.2,-0.7521371670112098,1.7852661120024305,-0.5569497095014722
what did they say hope it isn't done too,1678.799,3.281,485,1680.4395,0.4404,0.0,0.2,-0.732051958170123,1.761705469840786,-0.5588674202470797
too,1681.279,4.801,486,1683.6795,0.0,0.0,-0.1,-0.6896864215795162,1.763061278056362,-0.575770109592305
much because they caught fire once,1682.08,5.92,487,1685.04,-0.34,0.2,-0.5,-0.696221265982483,1.8319883699355166,-0.5912035750355789
i think it's better if i cut it up out,1686.08,4.24,488,1688.1999999999998,0.2023,0.5,0.2,-0.7557912350023801,1.9386826915406388,-0.6565210421654664
here unless you want a half of one to,1688.0,3.84,489,1689.92,0.0772,-0.16666666666666666,-0.5,-0.7954879141192468,1.8375118849010104,-0.7109511635693813
yourself,1690.32,3.52,490,1692.08,0.0,0.0,0.0,-0.8314926138236997,1.7022999437611896,-0.7759577077245279
we're going to add knives and forks,1691.84,3.839,491,1693.7595,0.0,0.0,0.2,-0.8360311397942001,1.6996654443669652,-0.8035301079245275
after all i've decided we're going to,1693.84,3.439,492,1695.5594999999998,0.0,0.0,0.25,-0.8107552880324266,1.6601625173490147,-0.7971145047986777
eat in style,1695.679,3.12,493,1697.239,0.0,0.0,0.65,-0.7711844532982527,1.6846774426775348,-0.768489405947837
marriage must be wonderful with this,1697.279,4.961,494,1699.7595,0.5719,1.0,0.85,-0.7173999479637767,1.9277963443992998,-0.7185515613150713
sort of thing going on every day,1698.799,3.441,495,1700.5194999999999,0.0,0.0,0.1,-0.7092305130423917,1.9558515443542288,-0.7084759991726017
i wonder if it's too cold out here maybe,1703.039,8.801,496,1707.4395,0.0,-0.6,-0.15,-0.8368046195257265,1.5016489916300666,-0.7842555173987057
we should eat inside huh,1704.559,11.12,497,1710.119,0.0,0.0,0.2,-0.9177317083143212,1.31471017661043,-0.8545279079597815
hasn't something like this happen before,1711.84,3.839,498,1713.7595,-0.2755,0.0,0.1,-0.9784202898643026,1.281298068462171,-0.9391878396729247
what's the matter don't look so tense,1717.6,7.28,499,1721.24,-0.4618,-0.3333333333333333,-0.2,-1.0456595180084816,1.222125422915437,-0.9889909489724492
troubles,1722.84,3.48,500,1724.58,-0.4588,0.0,-0.2,-1.1479510974923828,1.2382548160809357,-0.9832612810589351
well handsome i think you better tell,1724.88,3.519,501,1726.6395,0.802,0.5,0.2,-0.9678500700858087,1.2845368725210666,-0.9808824525253379
mama what's going on all this secrecy is,1726.32,5.28,502,1728.96,0.0,0.0,-0.1,-1.0166933675702212,1.3322492165183633,-0.9846034749664396
going to ruin my little dinner,1728.399,7.201,503,1731.9995,-0.5859,-0.1875,-0.5,-1.0668593022696973,1.3309699701491808,-1.0029954661404608
come on mr d what is darkening your brow,1731.6,7.92,504,1735.56,0.0,0.0,-0.1,-1.0580770083693456,1.2969938567669788,-1.0253386680846628
after dinner no no,1735.6,6.16,505,1738.6799999999998,0.2235,0.0,-0.1,-1.0910505895483171,1.3221468875727205,-1.0235076778198415
look i'll make it easy for you the time,1739.52,3.68,506,1741.36,0.4404,0.43333333333333335,0.5,-1.015611038339442,1.4212389141645025,-0.9880770468011795
has come when you must tell me that you,1741.76,3.68,507,1743.6,0.0,0.0,-0.1,-0.8590081366499197,1.5096267749507397,-0.9174766086766157
have a wife and two adorable children,1743.2,4.24,508,1745.32,0.4939,0.5,0.85,-0.7227337081716811,1.553654779793799,-0.8454507821508545
and this madness between us can't go on,1745.44,3.119,509,1746.9995000000001,-0.4404,0.0,-0.65,-0.7062362009966527,1.5909125346020092,-0.8194721130685783
any longer,1747.44,6.4,510,1750.64,0.0,0.0,-0.1,-0.8865323800732061,1.640207995267831,-0.8887237721020589
i bet you've heard that line often,1748.559,5.281,511,1751.1995,0.0,0.0,0.2,-0.9074278945183946,1.640523454649348,-0.9052292278798604
right below the belt every time,1754.72,3.439,512,1756.4395,0.0,0.2857142857142857,-0.6,-1.0178560111386887,1.651178703385002,-0.9686861732559425
well that isn't fair there skip it,1758.88,4.88,513,1761.3200000000002,0.0356,0.7,-0.25,-1.0666417439462426,1.8356301970044733,-0.9349511829297693
we have other things to talk about we've,1762.08,4.079,514,1764.1195,0.0,-0.125,0.2,-1.1092042445944175,1.7235067714436472,-0.9080739844062964
got a job,1763.76,6.0,515,1766.76,0.0,0.0,0.8,-1.179429456207037,1.5563823317209753,-0.8952448159146007
oh so there is a job,1766.159,5.921,516,1769.1195,0.0,0.0,0.2,-1.2700713414800915,1.4757432670760167,-0.9015784702532206
you uh you remember a man named,1769.76,4.96,517,1772.24,0.0,0.0,-0.1,-1.3667720823478169,1.410381546840941,-0.9226009443133218
sebastian,1772.08,2.64,518,1773.3999999999999,0.0,0.0,0.0,-1.3779153241681044,1.3747976689385826,-0.9295086936707215
alex sebastian yes,1775.279,6.561,519,1778.5595,0.4019,0.0,0.5,-1.2866329453994512,1.2853302101114596,-0.9334371763005369
one of my father's friends yes,1778.32,5.92,520,1781.28,0.7003,0.0,0.3,-1.2202829043227859,1.2882677186584026,-0.9211592264796437
he had quite a crush on you i wasn't,1781.84,5.28,521,1784.48,-0.2212,0.0,0.2,-1.1792829324688516,1.3303939189335143,-0.8983650953932655
very responsive,1784.24,2.88,522,1785.68,0.4201,0.2,0.85,-1.1629061676165549,1.3555068097334768,-0.8882649814692553
well he's here the head of a large,1788.159,3.441,523,1789.8795,0.2732,0.21428571428571427,0.2,-1.105956546579002,1.440654276088675,-0.8502737877106967
german business concern his family,1789.6,3.199,524,1791.1995,0.0,0.0,0.1,-1.0986349550873649,1.4523114190657924,-0.8384920678367034
always had money,1791.6,2.799,525,1792.9995,0.0,0.0,0.5,-1.1021028463318685,1.4521150987071958,-0.8225179861962587
he's part of the combine to build up the,1792.799,3.201,526,1794.3995,0.0,0.0,0.2,-1.109245379051261,1.4560579251934023,-0.8079096155165051
german war machine and hopes to keep on,1794.399,2.081,527,1795.4395,-0.2732,0.0,0.2,-1.1129344648872348,1.4720128765459028,-0.7944207424440562
going,1796.0,2.48,528,1797.24,0.0,0.0,0.2,-1.1077284909786806,1.5474676303333972,-0.7629320606727952
something big it has all the earmarks of,1796.48,4.4,529,1798.68,0.0,0.0,0.2,-1.0872608840882683,1.6347913011876998,-0.728614523847182
being something big,1798.48,11.36,530,1804.16,0.0,0.0,0.2,-0.9408882031117418,1.6505562176520114,-0.5678751012801088
we have to contact him,1800.88,8.96,531,1805.3600000000001,0.0,0.0,0.1,-0.9127565399354908,1.8470452852992267,-0.5372036999487425
go on let's have all of it we're meeting,1818.64,3.759,532,1820.5195,0.0,0.0,0.65,-1.0394964502971662,1.7554557003390014,-0.4147341322627708
him tomorrow,1821.12,4.32,533,1823.28,0.0,0.0,0.0,-1.0015745895984727,1.645856154022095,-0.3923445251355893
the rest is up to you you've got to work,1822.399,5.441,534,1825.1194999999998,0.0,0.0,0.2,-0.947580551031237,1.6323885921443564,-0.3678773412731369
on him and land him,1825.44,6.56,535,1828.72,0.0,0.0,0.2,-0.8795791215994151,1.6439684716406262,-0.297989752718545
mata hari she makes love for the papers,1827.84,7.36,536,1831.52,0.6369,0.5,-0.1,-0.8469245666872844,1.755945516979268,-0.24218005078751734
there are no papers you land him find,1832.0,4.64,537,1834.32,-0.296,0.0,-0.15,-0.7995366292577213,1.960729221002547,-0.20548926441796175
out what's going on inside this house,1835.2,2.88,538,1836.64,0.0,0.0,0.1,-0.7897049769015594,1.9482544065653373,-0.19939930245839177
what the group around him is up to and,1836.64,4.159,539,1838.7195000000002,0.0,0.0,0.2,-0.9221318512333686,1.7206854835299996,-0.20755246410343428
report to us,1838.08,2.719,540,1839.4395,0.0,0.0,0.0,-0.944527559658995,1.6683617562206898,-0.2119628587408112
i suppose you knew about this pretty,1842.159,4.801,541,1844.5595,0.5789,0.25,0.25,-0.7626477839265964,1.743924369907341,-0.23448484287396193
little job of mine all the time,1844.159,7.041,542,1847.6795000000002,0.0,-0.1875,-0.25,-0.7666697154567934,1.7300739380337509,-0.2172476045522087
no i only just found out about it,1846.96,8.319,543,1851.1195,-0.296,0.0,0.1,-0.820410883743024,1.6849353197595065,-0.18646255715094656
did you say anything i mean that,1851.2,5.599,544,1853.9995000000001,0.0,-0.3125,0.1,-0.7573506915555746,1.7312127866888845,-0.17378012880798155
maybe i wasn't the girl for such,1855.279,4.24,545,1857.399,0.0,0.0,-0.2,-0.6593597258021229,1.7161879139547613,-0.19202328881423206
shenanigans,1856.799,2.72,546,1858.1589999999999,0.0,0.0,0.2,-0.6691067462025397,1.7006658263146683,-0.1996108475984743
i figured that was up to you if you'd,1859.679,3.681,547,1861.5195,0.0,0.0,0.2,-0.7500680659625836,1.60938987625992,-0.23725112539383533
care to back out,1862.08,3.04,548,1863.6,0.4939,0.0,-0.25,-0.6619297124504029,1.5550227516000978,-0.25629393560961516
i suppose you told them alicia hubermann,1863.36,3.199,549,1864.9595,0.0,0.0,0.1,-0.7731117616332248,1.5265867640149327,-0.2643501123519328
will have this sebastian eating out of,1865.12,2.88,550,1866.56,0.0,0.0,0.5,-0.7604002775573541,1.4848417515191314,-0.27263738866652526
her hand in a couple of weeks she's good,1866.559,2.881,551,1867.9995,0.7269,0.7,0.45,-0.8090513953583257,1.4211731464060617,-0.2831683252318208
at that always was,1868.0,4.48,552,1870.24,0.0,0.0,0.1,-0.9018685808324209,1.269287354616183,-0.3109404234089633
i didn't say anything,1869.44,3.04,553,1870.96,0.0,0.0,0.0,-0.9240199716016271,1.2256273160175484,-0.32202656142582753
not a word for that but this love sick,1873.6,6.959,554,1877.0794999999998,0.5499,-0.10714285714285715,-0.15,-0.9836431460049517,1.1830838504703598,-0.41028329536520813
lady you left an hour ago,1877.12,3.439,555,1878.8394999999998,0.0,0.0,0.1,-0.9650922698688337,1.2097525644988179,-0.4184985328610661
i told you that's the assignment well,1880.72,3.04,556,1882.24,0.2732,0.0,0.5,-0.9006480437669804,1.2194320912501808,-0.39980271508744686
now,1883.039,3.76,557,1884.919,0.0,0.0,0.0,-0.8459586265603537,1.2009153908331194,-0.3738145001064433
don't get sore there,1883.76,5.6,558,1886.56,0.2755,0.0,0.2,-0.8209935289372938,1.186872170676436,-0.3632397580052188
i'm only fishing for a little bird call,1886.799,6.401,559,1889.9995,0.0,-0.09375,0.2,-0.798868416443602,1.167094115702413,-0.3676561059113936
from my dream man,1889.36,6.88,560,1892.8,0.25,0.0,0.5,-0.7856644050820389,1.166115138687424,-0.38581418999750233
one little remark such as how dare you,1893.2,3.839,561,1895.1195,0.0,-0.09375,-0.7,-0.7565332449477056,1.1787475893845176,-0.39986648883281517
gentlemen,1896.24,3.039,562,1897.7595000000001,0.0,0.0,0.0,-0.6984906185903027,1.2039340622093857,-0.4103219811663865
suggest that alicia hubermann the new,1897.039,4.48,563,1899.279,0.0,0.13636363636363635,0.15,-0.6752328326333044,1.2116266291706008,-0.4211921523291676
miss hoover man be submitted to so,1899.279,8.561,564,1903.5595,-0.1531,0.0,-0.1,-0.7946959108709838,1.1313736035049795,-0.521640473877443
ugly a fate that's not funny,1901.519,6.321,565,1904.6795,-0.6914,-0.4125,-0.75,-0.8838536846326946,1.0777205461642159,-0.5686675798046543
do you want me to take the job,1910.159,4.801,566,1912.5595,0.0772,0.0,0.2,-0.8648849727761406,1.0278050062855195,-0.577555751655407
you're answering for yourself i am,1913.2,3.12,567,1914.76,0.0,0.0,-0.1,-0.9653282739471136,1.028880405391323,-0.602652061490639
asking you,1914.96,7.76,568,1918.8400000000001,0.0,0.0,0.0,-1.028730450298354,0.978542900212366,-0.7063364336931256
it's up to you lot of people,1916.32,6.4,569,1919.52,0.0,0.0,-0.1,-1.0235882526859128,0.9635256837105874,-0.7239737457597488
oh darling what you didn't tell them,1924.399,3.28,570,1926.039,0.5859,0.0,-0.1,-0.8970779899983866,0.8281999921114875,-0.8175131192408275
tell me,1926.08,3.28,571,1927.72,0.0,0.0,0.0,-0.8657762949236423,0.8466951731445691,-0.8093200956827069
that you believe i'm nice and that i,1927.679,5.36,572,1930.3590000000002,0.4215,0.6,0.65,-0.8366074733478537,0.9648554422927902,-0.767994282514999
love you and i'll never change back,1929.36,3.679,573,1931.1995,0.6369,0.25,0.95,-0.8315645819619342,0.9486441982466621,-0.7523649477837091
i'll wait for your answer,1933.44,3.2,574,1935.04,0.0,0.0,0.2,-0.8221365513585912,0.8876358833201969,-0.6958140749885896
what a little pearl you are,1940.72,3.36,575,1942.4,0.0,-0.1875,0.8,-0.7722624544024748,0.8719956198666187,-0.6886810030434991
never believing me not a word of faith,1946.0,4.08,576,1948.04,0.4215,0.0,-0.65,-0.6401978110427459,0.8271537703610671,-0.7413362746946333
just,1949.679,2.321,577,1950.8395,0.0,0.0,0.1,-0.5881153121873701,0.8479072909609068,-0.6933521965263705
down the train with alicia that's where,1950.08,4.56,578,1952.36,0.0,-0.15555555555555559,0.1,-0.5762022508891571,0.887630291267081,-0.6364809395891731
she belongs,1952.0,2.64,579,1953.32,0.0,0.0,0.5,-0.5766607674037335,0.9223086274905453,-0.6113072728641054
oh death dave,1954.799,9.041,580,1959.3195,-0.5994,0.0,-0.1,-0.6512296892410505,0.975691653151916,-0.6283985134218798
when do i go to work for uncle sam,1969.279,8.561,581,1973.5595,0.0,0.0,0.2,-0.6739298522069322,0.9666690737481494,-0.6028575500630509
tomorrow morning,1971.44,6.4,582,1974.64,0.0,0.0,0.0,-0.6737316355927327,0.9820446396972708,-0.6015760198247968
oh we shouldn't have had this out here,1984.559,5.6,583,1987.359,0.0,0.0,-0.25,-0.7264842259974758,0.9665202638054253,-0.6961054629781511
it's all cold now,1986.64,5.919,584,1989.5995,0.0,-0.6,0.2,-0.73378026453086,0.8370547433409565,-0.7202989069809667
what are you looking for i had a bottle,1990.159,5.601,585,1992.9595000000002,0.0,0.0,0.1,-0.7354536907611456,0.7981392990574641,-0.7520845218615629
of champagne i must have left this,1992.559,3.201,586,1994.1595,0.296,0.0,0.1,-0.7326644309436705,0.7972662082411814,-0.7612173689132429
somewhere,2002.84,3.959,587,2004.8194999999998,0.0,0.0,0.2,-0.7591284374260776,0.6730619636865389,-0.771070397280901
in case you're asked i'm with pan,2005.519,4.081,588,2007.5595,0.0,0.0,0.5,-0.8086970244699908,0.6322581534311439,-0.7488851601849591
american airways as dublin,2006.799,7.281,589,2010.4395,0.0,0.0,0.3,-0.7803328806663741,0.5965470131789896,-0.7139235781321467
yes public relations anything else,2009.6,6.079,590,2012.6395,0.4019,0.0,0.35,-0.712278349871709,0.5747484155740972,-0.6822500963315962
no except we met on the plane coming in,2014.08,5.92,591,2017.04,-0.296,0.0,0.1,-0.8633313523422461,0.5447448456622245,-0.6180883510798053
from miami less detail the better,2015.679,4.321,592,2017.8395,0.3892,0.16666666666666669,0.2,-0.6958358200927217,0.5411715013404595,-0.6076423314146472
are you sure that's him yes we'll go buy,2031.279,4.4,593,2033.479,0.6124,0.5,0.35,-0.5728444856179333,0.605067382210376,-0.4968373910738951
him easy let him support you,2034.159,13.681,594,2040.9995000000001,0.6808,0.43333333333333335,0.5,-0.455328651657081,0.7215570612869189,-0.4846986803544785
come on,2035.679,12.161,595,2041.7595000000001,0.0,0.0,0.25,-0.4308245406483884,0.7324122734763066,-0.4841569016549609
i guess i'm the girl nobody remembers,2066.0,3.76,596,2067.88,0.0,0.0,-0.65,-0.317444488803397,0.6264920061889432,-0.488608528141665
was it sebastian,2068.48,4.359,597,2070.6595,0.0,0.0,0.1,-0.29503916393812635,0.5534424490363766,-0.4890913211162167
yes we'll stick around give him another,2069.76,6.079,598,2072.7995,0.4019,0.0,0.45,-0.2673575652053905,0.4881576330013356,-0.4891044362715734
chance,2072.839,3.0,599,2074.339,0.25,0.0,0.2,-0.2500199770533603,0.43832405744832803,-0.4888862228820097
[Music],2096.81,3.97,600,2098.795,0.0,0.0,0.25,-0.27956698418753057,0.3135409910545997,-0.46633865839077343
[Music],2107.58,10.48,601,2112.8199999999997,0.0,0.0,0.5,-0.25149790546517287,0.31195280258820846,-0.44648250963494185
my dear alyssia will you forgive me for,2120.4,3.679,602,2122.2395,0.5719,0.0,0.15,-0.13607411395898267,0.29501849136985125,-0.4348541578965499
being late last minute conference the,2122.24,2.4,603,2123.4399999999996,0.0,-0.15,-0.2,-0.1156797722843209,0.2945965449538428,-0.4339913550504391
office,2124.079,2.721,604,2125.4395,0.0,0.0,0.1,-0.09387009577903471,0.2989610147751605,-0.43898360816148946
i've got my message yes it's all right,2124.64,4.24,605,2126.7599999999998,0.4019,0.2857142857142857,0.5,-0.0988321315592712,0.30806290753468496,-0.45111279752928973
alex sweet of it away,2126.8,4.08,606,2128.84,0.4588,0.35,0.45,-0.1417502593557461,0.2869167262522783,-0.48933017026872216
i was afraid you might run on oh i'm not,2128.88,3.84,607,2130.8,0.0,-0.6,0.2,-0.17086734494870526,0.14833567068713077,-0.5405679666450386
that easily put off,2130.88,4.64,608,2133.2000000000003,0.34,0.43333333333333335,-0.5,-0.14823853048758692,0.18617915889595543,-0.6110024636340727
i was too anxious to meet you again you,2132.72,4.16,609,2134.7999999999997,-0.25,-0.25,-0.5,-0.16139892310718262,0.21128944291477664,-0.6556315319259755
know i'm tired,2135.52,2.96,610,2137.0,-0.4404,-0.4,-0.25,-0.2790760948342253,0.051066470160993256,-0.7056203014556681
the worst thing about business is it,2136.88,3.92,611,2138.84,-0.6249,-1.0,-0.5,-0.3796210088569939,-0.10507423232169749,-0.733816184800429
makes you feel old and look old,2138.48,4.0,612,2140.48,0.0,0.1,-0.5,-0.3852865567603549,-0.13223758884777256,-0.7462357402242995
you seem to have escaped all of that,2140.8,3.12,613,2142.36,0.0,0.0,0.5,-0.33455523649585106,-0.06438929417336402,-0.7509350659753073
four years of dumbness and,2142.48,2.879,614,2143.9195,-0.4404,0.0,-0.75,-0.4596754869863987,-0.005725300160079227,-0.7719380883954017
disintegration,2143.92,3.919,615,2145.8795,0.0,0.0,-0.5,-0.47665024458430144,-0.04173273737573927,-0.8403253371751545
awful alex you look younger than you did,2145.359,3.281,616,2146.9995,-0.4588,-0.5,-0.65,-0.5999626908747329,-0.1277438452484412,-0.8816053462524679
in washington,2147.839,2.561,617,2149.1195,0.0,0.0,0.0,-0.536817672070346,-0.13406233237250223,-0.9212849469849449
it's a temporary improvement entirely,2148.64,3.52,618,2150.4,0.4588,0.0,0.2,-0.45822527676441654,-0.1623628028840922,-0.899925355787164
due to your presence my dear,2150.4,4.8,619,2152.8,0.3818,-0.125,0.8,-0.3233182721252335,-0.18281120877832258,-0.7619240693480634
you always affected me like a tonic,2152.16,4.88,620,2154.6,0.2263,0.0,0.85,-0.24808304815079837,-0.1692033616401209,-0.6640481780425977
but perhaps now with you here in rio,2155.2,3.6,621,2157.0,0.0,0.0,0.35,-0.2284216938043157,-0.1624883345985089,-0.6443381846973921
unless you insist on running away from,2157.04,3.76,622,2158.92,0.0,0.0,-0.1,-0.30963699462019567,-0.204687207953077,-0.653372019263594
me again,2158.8,7.039,623,2162.3195,0.0,0.0,0.1,-0.40363097405445714,-0.32372748169386356,-0.5739182547921698
oh would you like another drink yes very,2160.8,5.039,624,2163.3195,0.6369,0.2,0.45,-0.25716081522841255,-0.2949305753973791,-0.5443100403701152
smart,2170.839,5.641,625,2173.6594999999998,0.4019,0.21428571428571427,0.85,-0.17457061954204275,-0.22801074520728717,-0.4918951867533683
you know him no i don't think so but he,2172.96,4.48,626,2175.2,-0.1531,0.0,-0.2,-0.26863036951360447,-0.473306752159263,-0.49406672964277115
seems familiar,2176.48,2.96,627,2177.96,0.0,0.375,0.35,-0.2547115523335087,-0.34651872006898243,-0.49007975933738795
captain prescott intelligence man he's,2177.44,3.28,628,2179.08,0.4767,0.0,0.45,-0.18248254468866126,-0.42072087724779683,-0.4856004949669445
down here as part of the washington,2179.44,2.399,629,2180.6395,0.0,-0.15555555555555559,0.2,-0.31821077170765,-0.5030703440626543,-0.4766340253572584
espionage,2180.72,4.119,630,2182.7794999999996,0.0,0.0,0.2,-0.32331225584880696,-0.5459300005302651,-0.4591954889282975
the american embassy is loaded with them,2181.839,5.121,631,2184.3995,0.0,0.0,-0.1,-0.2657404802190876,-0.5815545528792395,-0.4420752807892643
really,2184.839,4.041,632,2186.8595,0.0,0.2,0.5,-0.28698101511620794,-0.5702824628953166,-0.4118480559803269
they're rather handsome in there i'm,2186.96,4.639,633,2189.2795,0.4939,0.5,0.45,-0.18742858484071942,-0.4977346397318565,-0.38727981064764583
allergic to american agents,2188.88,4.479,634,2191.1195000000002,-0.296,0.0,-0.2,-0.15694103807834017,-0.4314968264835595,-0.37974966919303066
their fine points don't particularly,2191.599,3.52,635,2193.3590000000004,0.2023,0.2916666666666667,-0.2,-0.1929234270790696,-0.37146374595640874,-0.39228310465947736
appeal to me you really bothered you,2193.359,3.681,636,2195.1994999999997,-0.3804,0.2,-0.3,-0.23686470349212863,-0.35831211558308335,-0.42459088167337244
since you came down,2195.119,5.121,637,2197.6795,0.0,-0.15555555555555559,0.15,-0.23538903144991233,-0.3786204009618766,-0.48836441382424595
